agent_id,t_cross,S_minus_i_cross,theoretical_threshold,state_at_cross,upgrade_margin_at_cross,delta_C_at_cross,delta_P,v_i,d_i,run_id
69,3,10.353060631798005,9.045226130653266,1,0.0022529891545888248,0.0024407851179050997,0.004693774272494077,1.7220451101787644,0.5779552070595613,34
72,3,10.353060631798005,8.201005025125628,1,0.005427107790175523,0.002807600212580349,0.008234708002755659,1.4311761252706336,0.8534614847054438,34
83,3,10.353060631798005,8.75577889447236,1,0.003661431091839029,0.002994991117233723,0.006656422209072845,1.641164046984688,0.7805626827124739,34
84,3,10.353060631798005,8.152763819095478,1,0.0012141552312756598,0.0006056809473685043,0.001819836178643944,1.4250039204698417,0.1564861452615047,34
86,3,10.353060631798005,7.983919597989949,1,0.004014691818555072,0.0017691459582365252,0.005783837776791729,1.3653732631665523,0.5212504023021656,34
87,3,10.353060631798005,9.189949748743718,1,0.003174437702591959,0.004024293313742213,0.007198731016334107,1.8243897330069474,0.9904968347759313,34
89,3,10.353060631798005,9.527638190954773,1,0.0004876259701982466,0.0009544288916013014,0.001442054861799598,1.961894808468971,0.1801564543182444,34
91,3,10.353060631798005,8.466331658291457,1,0.00047367324599512095,0.00030197025637933067,0.0007756435023743607,1.5398581952487589,0.07068113132145033,34
92,3,10.353060631798005,9.503517587939697,1,0.0011163508294076419,0.0021093431309639307,0.003225693960371327,1.9596012878552251,0.42291885756244185,34
102,3,10.353060631798005,8.828140703517587,1,0.006308583329720063,0.005516700772962769,0.0118252841026829,1.6646641350410158,1.767655271401899,34
