t,share_N,share_E,share_F,run_id,source,beta_rr
60,0.0,0.03,0.97,18,theory_rr_async,0.05
61,0.0,0.03,0.97,18,theory_rr_async,0.05
62,0.0,0.03,0.97,18,theory_rr_async,0.05
63,0.0,0.03,0.97,18,theory_rr_async,0.05
64,0.0,0.03,0.97,18,theory_rr_async,0.05
65,0.0,0.03,0.97,18,theory_rr_async,0.05
66,0.0,0.03,0.97,18,theory_rr_async,0.05
67,0.0,0.03,0.97,18,theory_rr_async,0.05
68,0.0,0.03,0.97,18,theory_rr_async,0.05
69,0.0,0.025,0.975,18,theory_rr_async,0.05
70,0.0,0.025,0.975,18,theory_rr_async,0.05
71,0.0,0.025,0.975,18,theory_rr_async,0.05
72,0.0,0.025,0.975,18,theory_rr_async,0.05
73,0.0,0.025,0.975,18,theory_rr_async,0.05
74,0.0,0.025,0.975,18,theory_rr_async,0.05
75,0.0,0.02,0.98,18,theory_rr_async,0.05
76,0.0,0.02,0.98,18,theory_rr_async,0.05
77,0.0,0.02,0.98,18,theory_rr_async,0.05
78,0.0,0.02,0.98,18,theory_rr_async,0.05
79,0.0,0.02,0.98,18,theory_rr_async,0.05
80,0.0,0.02,0.98,18,theory_rr_async,0.05
81,0.0,0.02,0.98,18,theory_rr_async,0.05
82,0.0,0.015,0.985,18,theory_rr_async,0.05
83,0.0,0.015,0.985,18,theory_rr_async,0.05
84,0.0,0.015,0.985,18,theory_rr_async,0.05
85,0.0,0.01,0.99,18,theory_rr_async,0.05
86,0.0,0.01,0.99,18,theory_rr_async,0.05
87,0.0,0.01,0.99,18,theory_rr_async,0.05
88,0.0,0.01,0.99,18,theory_rr_async,0.05
89,0.0,0.01,0.99,18,theory_rr_async,0.05
90,0.0,0.01,0.99,18,theory_rr_async,0.05
91,0.0,0.01,0.99,18,theory_rr_async,0.05
92,0.0,0.01,0.99,18,theory_rr_async,0.05
93,0.0,0.01,0.99,18,theory_rr_async,0.05
94,0.0,0.01,0.99,18,theory_rr_async,0.05
95,0.0,0.01,0.99,18,theory_rr_async,0.05
96,0.0,0.01,0.99,18,theory_rr_async,0.05
97,0.0,0.01,0.99,18,theory_rr_async,0.05
98,0.0,0.01,0.99,18,theory_rr_async,0.05
99,0.0,0.01,0.99,18,theory_rr_async,0.05
100,0.0,0.005,0.995,18,theory_rr_async,0.05
0,0.0,0.94,0.06,19,simulation_rr,0.05
1,0.0,0.89,0.11,19,simulation_rr,0.05
2,0.0,0.845,0.155,19,simulation_rr,0.05
3,0.0,0.805,0.195,19,simulation_rr,0.05
4,0.0,0.76,0.24,19,simulation_rr,0.05
5,0.0,0.72,0.28,19,simulation_rr,0.05
6,0.0,0.685,0.315,19,simulation_rr,0.05
7,0.0,0.65,0.35,19,simulation_rr,0.05
8,0.0,0.605,0.395,19,simulation_rr,0.05
9,0.0,0.565,0.435,19,simulation_rr,0.05
10,0.0,0.535,0.465,19,simulation_rr,0.05
11,0.0,0.5,0.5,19,simulation_rr,0.05
12,0.0,0.47,0.53,19,simulation_rr,0.05
13,0.0,0.445,0.555,19,simulation_rr,0.05
14,0.0,0.425,0.575,19,simulation_rr,0.05
15,0.0,0.405,0.595,19,simulation_rr,0.05
16,0.0,0.385,0.615,19,simulation_rr,0.05
17,0.0,0.365,0.635,19,simulation_rr,0.05
18,0.0,0.34,0.66,19,simulation_rr,0.05
19,0.0,0.32,0.68,19,simulation_rr,0.05
20,0.0,0.3,0.7,19,simulation_rr,0.05
21,0.0,0.29,0.71,19,simulation_rr,0.05
22,0.0,0.265,0.735,19,simulation_rr,0.05
23,0.0,0.255,0.745,19,simulation_rr,0.05
24,0.0,0.24,0.76,19,simulation_rr,0.05
25,0.0,0.235,0.765,19,simulation_rr,0.05
26,0.0,0.225,0.775,19,simulation_rr,0.05
27,0.0,0.225,0.775,19,simulation_rr,0.05
28,0.0,0.21,0.79,19,simulation_rr,0.05
29,0.0,0.2,0.8,19,simulation_rr,0.05
30,0.0,0.195,0.805,19,simulation_rr,0.05
31,0.0,0.18,0.82,19,simulation_rr,0.05
32,0.0,0.175,0.825,19,simulation_rr,0.05
33,0.0,0.16,0.84,19,simulation_rr,0.05
34,0.0,0.14,0.86,19,simulation_rr,0.05
35,0.0,0.13,0.87,19,simulation_rr,0.05
36,0.0,0.125,0.875,19,simulation_rr,0.05
37,0.0,0.11,0.89,19,simulation_rr,0.05
38,0.0,0.105,0.895,19,simulation_rr,0.05
39,0.0,0.1,0.9,19,simulation_rr,0.05
40,0.0,0.095,0.905,19,simulation_rr,0.05
41,0.0,0.095,0.905,19,simulation_rr,0.05
42,0.0,0.09,0.91,19,simulation_rr,0.05
43,0.0,0.08,0.92,19,simulation_rr,0.05
44,0.0,0.08,0.92,19,simulation_rr,0.05
45,0.0,0.08,0.92,19,simulation_rr,0.05
46,0.0,0.08,0.92,19,simulation_rr,0.05
47,0.0,0.07,0.93,19,simulation_rr,0.05
48,0.0,0.07,0.93,19,simulation_rr,0.05
49,0.0,0.06,0.94,19,simulation_rr,0.05
50,0.0,0.055,0.945,19,simulation_rr,0.05
51,0.0,0.05,0.95,19,simulation_rr,0.05
52,0.0,0.045,0.955,19,simulation_rr,0.05
53,0.0,0.04,0.96,19,simulation_rr,0.05
54,0.0,0.035,0.965,19,simulation_rr,0.05
55,0.0,0.03,0.97,19,simulation_rr,0.05
56,0.0,0.025,0.975,19,simulation_rr,0.05
57,0.0,0.025,0.975,19,simulation_rr,0.05
58,0.0,0.02,0.98,19,simulation_rr,0.05
59,0.0,0.015,0.985,19,simulation_rr,0.05
60,0.0,0.015,0.985,19,simulation_rr,0.05
61,0.0,0.015,0.985,19,simulation_rr,0.05
62,0.0,0.01,0.99,19,simulation_rr,0.05
63,0.0,0.01,0.99,19,simulation_rr,0.05
64,0.0,0.01,0.99,19,simulation_rr,0.05
65,0.0,0.005,0.995,19,simulation_rr,0.05
66,0.0,0.005,0.995,19,simulation_rr,0.05
67,0.0,0.005,0.995,19,simulation_rr,0.05
68,0.0,0.005,0.995,19,simulation_rr,0.05
69,0.0,0.005,0.995,19,simulation_rr,0.05
0,0.0,0.94,0.06,19,theory_rr,0.05
1,0.0,0.0,1.0,19,theory_rr,0.05
2,0.0,0.0,1.0,19,theory_rr,0.05
3,0.0,0.0,1.0,19,theory_rr,0.05
4,0.0,0.0,1.0,19,theory_rr,0.05
5,0.0,0.0,1.0,19,theory_rr,0.05
6,0.0,0.0,1.0,19,theory_rr,0.05
7,0.0,0.0,1.0,19,theory_rr,0.05
8,0.0,0.0,1.0,19,theory_rr,0.05
9,0.0,0.0,1.0,19,theory_rr,0.05
10,0.0,0.0,1.0,19,theory_rr,0.05
11,0.0,0.0,1.0,19,theory_rr,0.05
12,0.0,0.0,1.0,19,theory_rr,0.05
13,0.0,0.0,1.0,19,theory_rr,0.05
14,0.0,0.0,1.0,19,theory_rr,0.05
15,0.0,0.0,1.0,19,theory_rr,0.05
16,0.0,0.0,1.0,19,theory_rr,0.05
17,0.0,0.0,1.0,19,theory_rr,0.05
18,0.0,0.0,1.0,19,theory_rr,0.05
19,0.0,0.0,1.0,19,theory_rr,0.05
20,0.0,0.0,1.0,19,theory_rr,0.05
21,0.0,0.0,1.0,19,theory_rr,0.05
22,0.0,0.0,1.0,19,theory_rr,0.05
23,0.0,0.0,1.0,19,theory_rr,0.05
24,0.0,0.0,1.0,19,theory_rr,0.05
25,0.0,0.0,1.0,19,theory_rr,0.05
26,0.0,0.0,1.0,19,theory_rr,0.05
27,0.0,0.0,1.0,19,theory_rr,0.05
28,0.0,0.0,1.0,19,theory_rr,0.05
29,0.0,0.0,1.0,19,theory_rr,0.05
30,0.0,0.0,1.0,19,theory_rr,0.05
31,0.0,0.0,1.0,19,theory_rr,0.05
32,0.0,0.0,1.0,19,theory_rr,0.05
33,0.0,0.0,1.0,19,theory_rr,0.05
34,0.0,0.0,1.0,19,theory_rr,0.05
35,0.0,0.0,1.0,19,theory_rr,0.05
36,0.0,0.0,1.0,19,theory_rr,0.05
37,0.0,0.0,1.0,19,theory_rr,0.05
38,0.0,0.0,1.0,19,theory_rr,0.05
39,0.0,0.0,1.0,19,theory_rr,0.05
40,0.0,0.0,1.0,19,theory_rr,0.05
41,0.0,0.0,1.0,19,theory_rr,0.05
42,0.0,0.0,1.0,19,theory_rr,0.05
43,0.0,0.0,1.0,19,theory_rr,0.05
44,0.0,0.0,1.0,19,theory_rr,0.05
45,0.0,0.0,1.0,19,theory_rr,0.05
46,0.0,0.0,1.0,19,theory_rr,0.05
47,0.0,0.0,1.0,19,theory_rr,0.05
48,0.0,0.0,1.0,19,theory_rr,0.05
49,0.0,0.0,1.0,19,theory_rr,0.05
50,0.0,0.0,1.0,19,theory_rr,0.05
51,0.0,0.0,1.0,19,theory_rr,0.05
52,0.0,0.0,1.0,19,theory_rr,0.05
53,0.0,0.0,1.0,19,theory_rr,0.05
54,0.0,0.0,1.0,19,theory_rr,0.05
55,0.0,0.0,1.0,19,theory_rr,0.05
56,0.0,0.0,1.0,19,theory_rr,0.05
57,0.0,0.0,1.0,19,theory_rr,0.05
58,0.0,0.0,1.0,19,theory_rr,0.05
59,0.0,0.0,1.0,19,theory_rr,0.05
60,0.0,0.0,1.0,19,theory_rr,0.05
61,0.0,0.0,1.0,19,theory_rr,0.05
62,0.0,0.0,1.0,19,theory_rr,0.05
63,0.0,0.0,1.0,19,theory_rr,0.05
64,0.0,0.0,1.0,19,theory_rr,0.05
65,0.0,0.0,1.0,19,theory_rr,0.05
66,0.0,0.0,1.0,19,theory_rr,0.05
67,0.0,0.0,1.0,19,theory_rr,0.05
68,0.0,0.0,1.0,19,theory_rr,0.05
69,0.0,0.0,1.0,19,theory_rr,0.05
70,0.0,0.0,1.0,19,theory_rr,0.05
71,0.0,0.0,1.0,19,theory_rr,0.05
72,0.0,0.0,1.0,19,theory_rr,0.05
73,0.0,0.0,1.0,19,theory_rr,0.05
74,0.0,0.0,1.0,19,theory_rr,0.05
75,0.0,0.0,1.0,19,theory_rr,0.05
76,0.0,0.0,1.0,19,theory_rr,0.05
77,0.0,0.0,1.0,19,theory_rr,0.05
78,0.0,0.0,1.0,19,theory_rr,0.05
79,0.0,0.0,1.0,19,theory_rr,0.05
80,0.0,0.0,1.0,19,theory_rr,0.05
81,0.0,0.0,1.0,19,theory_rr,0.05
82,0.0,0.0,1.0,19,theory_rr,0.05
83,0.0,0.0,1.0,19,theory_rr,0.05
84,0.0,0.0,1.0,19,theory_rr,0.05
85,0.0,0.0,1.0,19,theory_rr,0.05
86,0.0,0.0,1.0,19,theory_rr,0.05
87,0.0,0.0,1.0,19,theory_rr,0.05
88,0.0,0.0,1.0,19,theory_rr,0.05
89,0.0,0.0,1.0,19,theory_rr,0.05
90,0.0,0.0,1.0,19,theory_rr,0.05
91,0.0,0.0,1.0,19,theory_rr,0.05
92,0.0,0.0,1.0,19,theory_rr,0.05
93,0.0,0.0,1.0,19,theory_rr,0.05
94,0.0,0.0,1.0,19,theory_rr,0.05
95,0.0,0.0,1.0,19,theory_rr,0.05
96,0.0,0.0,1.0,19,theory_rr,0.05
97,0.0,0.0,1.0,19,theory_rr,0.05
98,0.0,0.0,1.0,19,theory_rr,0.05
99,0.0,0.0,1.0,19,theory_rr,0.05
100,0.0,0.0,1.0,19,theory_rr,0.05
0,0.0,0.94,0.06,19,theory_rr_async,0.05
1,0.0,0.89,0.11,19,theory_rr_async,0.05
2,0.0,0.845,0.155,19,theory_rr_async,0.05
3,0.0,0.805,0.195,19,theory_rr_async,0.05
4,0.0,0.76,0.24,19,theory_rr_async,0.05
5,0.0,0.72,0.28,19,theory_rr_async,0.05
6,0.0,0.685,0.315,19,theory_rr_async,0.05
7,0.0,0.65,0.35,19,theory_rr_async,0.05
8,0.0,0.605,0.395,19,theory_rr_async,0.05
9,0.0,0.565,0.435,19,theory_rr_async,0.05
10,0.0,0.535,0.465,19,theory_rr_async,0.05
11,0.0,0.5,0.5,19,theory_rr_async,0.05
12,0.0,0.47,0.53,19,theory_rr_async,0.05
13,0.0,0.445,0.555,19,theory_rr_async,0.05
14,0.0,0.425,0.575,19,theory_rr_async,0.05
15,0.0,0.405,0.595,19,theory_rr_async,0.05
16,0.0,0.385,0.615,19,theory_rr_async,0.05
17,0.0,0.365,0.635,19,theory_rr_async,0.05
18,0.0,0.34,0.66,19,theory_rr_async,0.05
19,0.0,0.32,0.68,19,theory_rr_async,0.05
20,0.0,0.3,0.7,19,theory_rr_async,0.05
21,0.0,0.29,0.71,19,theory_rr_async,0.05
22,0.0,0.265,0.735,19,theory_rr_async,0.05
23,0.0,0.255,0.745,19,theory_rr_async,0.05
24,0.0,0.24,0.76,19,theory_rr_async,0.05
25,0.0,0.235,0.765,19,theory_rr_async,0.05
26,0.0,0.225,0.775,19,theory_rr_async,0.05
27,0.0,0.225,0.775,19,theory_rr_async,0.05
28,0.0,0.21,0.79,19,theory_rr_async,0.05
29,0.0,0.2,0.8,19,theory_rr_async,0.05
30,0.0,0.195,0.805,19,theory_rr_async,0.05
31,0.0,0.18,0.82,19,theory_rr_async,0.05
32,0.0,0.175,0.825,19,theory_rr_async,0.05
33,0.0,0.16,0.84,19,theory_rr_async,0.05
34,0.0,0.14,0.86,19,theory_rr_async,0.05
35,0.0,0.13,0.87,19,theory_rr_async,0.05
36,0.0,0.125,0.875,19,theory_rr_async,0.05
37,0.0,0.11,0.89,19,theory_rr_async,0.05
38,0.0,0.105,0.895,19,theory_rr_async,0.05
39,0.0,0.1,0.9,19,theory_rr_async,0.05
40,0.0,0.095,0.905,19,theory_rr_async,0.05
41,0.0,0.095,0.905,19,theory_rr_async,0.05
42,0.0,0.09,0.91,19,theory_rr_async,0.05
43,0.0,0.08,0.92,19,theory_rr_async,0.05
44,0.0,0.08,0.92,19,theory_rr_async,0.05
45,0.0,0.08,0.92,19,theory_rr_async,0.05
46,0.0,0.08,0.92,19,theory_rr_async,0.05
47,0.0,0.07,0.93,19,theory_rr_async,0.05
48,0.0,0.07,0.93,19,theory_rr_async,0.05
49,0.0,0.06,0.94,19,theory_rr_async,0.05
50,0.0,0.055,0.945,19,theory_rr_async,0.05
51,0.0,0.05,0.95,19,theory_rr_async,0.05
52,0.0,0.045,0.955,19,theory_rr_async,0.05
53,0.0,0.04,0.96,19,theory_rr_async,0.05
54,0.0,0.035,0.965,19,theory_rr_async,0.05
55,0.0,0.03,0.97,19,theory_rr_async,0.05
56,0.0,0.025,0.975,19,theory_rr_async,0.05
57,0.0,0.025,0.975,19,theory_rr_async,0.05
58,0.0,0.02,0.98,19,theory_rr_async,0.05
59,0.0,0.015,0.985,19,theory_rr_async,0.05
60,0.0,0.015,0.985,19,theory_rr_async,0.05
61,0.0,0.015,0.985,19,theory_rr_async,0.05
62,0.0,0.01,0.99,19,theory_rr_async,0.05
63,0.0,0.01,0.99,19,theory_rr_async,0.05
64,0.0,0.01,0.99,19,theory_rr_async,0.05
65,0.0,0.005,0.995,19,theory_rr_async,0.05
66,0.0,0.005,0.995,19,theory_rr_async,0.05
67,0.0,0.005,0.995,19,theory_rr_async,0.05
68,0.0,0.005,0.995,19,theory_rr_async,0.05
69,0.0,0.005,0.995,19,theory_rr_async,0.05
70,0.0,0.005,0.995,19,theory_rr_async,0.05
71,0.0,0.005,0.995,19,theory_rr_async,0.05
72,0.0,0.005,0.995,19,theory_rr_async,0.05
73,0.0,0.005,0.995,19,theory_rr_async,0.05
74,0.0,0.005,0.995,19,theory_rr_async,0.05
75,0.0,0.005,0.995,19,theory_rr_async,0.05
76,0.0,0.005,0.995,19,theory_rr_async,0.05
77,0.0,0.005,0.995,19,theory_rr_async,0.05
78,0.0,0.005,0.995,19,theory_rr_async,0.05
79,0.0,0.005,0.995,19,theory_rr_async,0.05
80,0.0,0.005,0.995,19,theory_rr_async,0.05
81,0.0,0.005,0.995,19,theory_rr_async,0.05
82,0.0,0.005,0.995,19,theory_rr_async,0.05
83,0.0,0.005,0.995,19,theory_rr_async,0.05
84,0.0,0.005,0.995,19,theory_rr_async,0.05
85,0.0,0.005,0.995,19,theory_rr_async,0.05
86,0.0,0.005,0.995,19,theory_rr_async,0.05
87,0.0,0.005,0.995,19,theory_rr_async,0.05
88,0.0,0.005,0.995,19,theory_rr_async,0.05
89,0.0,0.005,0.995,19,theory_rr_async,0.05
90,0.0,0.005,0.995,19,theory_rr_async,0.05
91,0.0,0.005,0.995,19,theory_rr_async,0.05
92,0.0,0.005,0.995,19,theory_rr_async,0.05
93,0.0,0.0,1.0,19,theory_rr_async,0.05
94,0.0,0.0,1.0,19,theory_rr_async,0.05
95,0.0,0.0,1.0,19,theory_rr_async,0.05
96,0.0,0.0,1.0,19,theory_rr_async,0.05
97,0.0,0.0,1.0,19,theory_rr_async,0.05
98,0.0,0.0,1.0,19,theory_rr_async,0.05
99,0.0,0.0,1.0,19,theory_rr_async,0.05
100,0.0,0.0,1.0,19,theory_rr_async,0.05
0,0.0,0.94,0.06,20,simulation_rr,0.05
1,0.0,0.89,0.11,20,simulation_rr,0.05
2,0.0,0.85,0.15,20,simulation_rr,0.05
3,0.0,0.805,0.195,20,simulation_rr,0.05
4,0.0,0.755,0.245,20,simulation_rr,0.05
5,0.0,0.715,0.285,20,simulation_rr,0.05
6,0.0,0.695,0.305,20,simulation_rr,0.05
7,0.0,0.655,0.345,20,simulation_rr,0.05
8,0.0,0.625,0.375,20,simulation_rr,0.05
9,0.0,0.6,0.4,20,simulation_rr,0.05
10,0.0,0.58,0.42,20,simulation_rr,0.05
11,0.0,0.545,0.455,20,simulation_rr,0.05
12,0.0,0.525,0.475,20,simulation_rr,0.05
13,0.0,0.495,0.505,20,simulation_rr,0.05
14,0.0,0.475,0.525,20,simulation_rr,0.05
15,0.0,0.44,0.56,20,simulation_rr,0.05
16,0.0,0.415,0.585,20,simulation_rr,0.05
17,0.0,0.405,0.595,20,simulation_rr,0.05
18,0.0,0.38,0.62,20,simulation_rr,0.05
19,0.0,0.37,0.63,20,simulation_rr,0.05
20,0.0,0.35,0.65,20,simulation_rr,0.05
21,0.0,0.32,0.68,20,simulation_rr,0.05
22,0.0,0.305,0.695,20,simulation_rr,0.05
23,0.0,0.295,0.705,20,simulation_rr,0.05
24,0.0,0.285,0.715,20,simulation_rr,0.05
25,0.0,0.27,0.73,20,simulation_rr,0.05
26,0.0,0.27,0.73,20,simulation_rr,0.05
27,0.0,0.26,0.74,20,simulation_rr,0.05
28,0.0,0.255,0.745,20,simulation_rr,0.05
29,0.0,0.25,0.75,20,simulation_rr,0.05
30,0.0,0.235,0.765,20,simulation_rr,0.05
31,0.0,0.215,0.785,20,simulation_rr,0.05
32,0.0,0.205,0.795,20,simulation_rr,0.05
33,0.0,0.19,0.81,20,simulation_rr,0.05
34,0.0,0.18,0.82,20,simulation_rr,0.05
35,0.0,0.175,0.825,20,simulation_rr,0.05
36,0.0,0.165,0.835,20,simulation_rr,0.05
37,0.0,0.15,0.85,20,simulation_rr,0.05
38,0.0,0.135,0.865,20,simulation_rr,0.05
39,0.0,0.13,0.87,20,simulation_rr,0.05
40,0.0,0.12,0.88,20,simulation_rr,0.05
41,0.0,0.11,0.89,20,simulation_rr,0.05
42,0.0,0.1,0.9,20,simulation_rr,0.05
43,0.0,0.1,0.9,20,simulation_rr,0.05
44,0.0,0.1,0.9,20,simulation_rr,0.05
45,0.0,0.095,0.905,20,simulation_rr,0.05
46,0.0,0.095,0.905,20,simulation_rr,0.05
47,0.0,0.09,0.91,20,simulation_rr,0.05
48,0.0,0.08,0.92,20,simulation_rr,0.05
49,0.0,0.08,0.92,20,simulation_rr,0.05
50,0.0,0.075,0.925,20,simulation_rr,0.05
51,0.0,0.075,0.925,20,simulation_rr,0.05
52,0.0,0.075,0.925,20,simulation_rr,0.05
53,0.0,0.065,0.935,20,simulation_rr,0.05
54,0.0,0.065,0.935,20,simulation_rr,0.05
55,0.0,0.065,0.935,20,simulation_rr,0.05
56,0.0,0.065,0.935,20,simulation_rr,0.05
57,0.0,0.065,0.935,20,simulation_rr,0.05
0,0.0,0.94,0.06,20,theory_rr,0.05
1,0.0,0.0,1.0,20,theory_rr,0.05
2,0.0,0.0,1.0,20,theory_rr,0.05
3,0.0,0.0,1.0,20,theory_rr,0.05
4,0.0,0.0,1.0,20,theory_rr,0.05
5,0.0,0.0,1.0,20,theory_rr,0.05
6,0.0,0.0,1.0,20,theory_rr,0.05
7,0.0,0.0,1.0,20,theory_rr,0.05
8,0.0,0.0,1.0,20,theory_rr,0.05
9,0.0,0.0,1.0,20,theory_rr,0.05
10,0.0,0.0,1.0,20,theory_rr,0.05
11,0.0,0.0,1.0,20,theory_rr,0.05
12,0.0,0.0,1.0,20,theory_rr,0.05
13,0.0,0.0,1.0,20,theory_rr,0.05
14,0.0,0.0,1.0,20,theory_rr,0.05
15,0.0,0.0,1.0,20,theory_rr,0.05
16,0.0,0.0,1.0,20,theory_rr,0.05
17,0.0,0.0,1.0,20,theory_rr,0.05
18,0.0,0.0,1.0,20,theory_rr,0.05
19,0.0,0.0,1.0,20,theory_rr,0.05
20,0.0,0.0,1.0,20,theory_rr,0.05
21,0.0,0.0,1.0,20,theory_rr,0.05
22,0.0,0.0,1.0,20,theory_rr,0.05
23,0.0,0.0,1.0,20,theory_rr,0.05
24,0.0,0.0,1.0,20,theory_rr,0.05
25,0.0,0.0,1.0,20,theory_rr,0.05
26,0.0,0.0,1.0,20,theory_rr,0.05
27,0.0,0.0,1.0,20,theory_rr,0.05
28,0.0,0.0,1.0,20,theory_rr,0.05
29,0.0,0.0,1.0,20,theory_rr,0.05
30,0.0,0.0,1.0,20,theory_rr,0.05
31,0.0,0.0,1.0,20,theory_rr,0.05
32,0.0,0.0,1.0,20,theory_rr,0.05
33,0.0,0.0,1.0,20,theory_rr,0.05
34,0.0,0.0,1.0,20,theory_rr,0.05
35,0.0,0.0,1.0,20,theory_rr,0.05
36,0.0,0.0,1.0,20,theory_rr,0.05
37,0.0,0.0,1.0,20,theory_rr,0.05
38,0.0,0.0,1.0,20,theory_rr,0.05
39,0.0,0.0,1.0,20,theory_rr,0.05
40,0.0,0.0,1.0,20,theory_rr,0.05
41,0.0,0.0,1.0,20,theory_rr,0.05
42,0.0,0.0,1.0,20,theory_rr,0.05
43,0.0,0.0,1.0,20,theory_rr,0.05
44,0.0,0.0,1.0,20,theory_rr,0.05
45,0.0,0.0,1.0,20,theory_rr,0.05
46,0.0,0.0,1.0,20,theory_rr,0.05
47,0.0,0.0,1.0,20,theory_rr,0.05
48,0.0,0.0,1.0,20,theory_rr,0.05
49,0.0,0.0,1.0,20,theory_rr,0.05
50,0.0,0.0,1.0,20,theory_rr,0.05
51,0.0,0.0,1.0,20,theory_rr,0.05
52,0.0,0.0,1.0,20,theory_rr,0.05
53,0.0,0.0,1.0,20,theory_rr,0.05
54,0.0,0.0,1.0,20,theory_rr,0.05
55,0.0,0.0,1.0,20,theory_rr,0.05
56,0.0,0.0,1.0,20,theory_rr,0.05
57,0.0,0.0,1.0,20,theory_rr,0.05
58,0.0,0.0,1.0,20,theory_rr,0.05
59,0.0,0.0,1.0,20,theory_rr,0.05
60,0.0,0.0,1.0,20,theory_rr,0.05
61,0.0,0.0,1.0,20,theory_rr,0.05
62,0.0,0.0,1.0,20,theory_rr,0.05
63,0.0,0.0,1.0,20,theory_rr,0.05
64,0.0,0.0,1.0,20,theory_rr,0.05
65,0.0,0.0,1.0,20,theory_rr,0.05
66,0.0,0.0,1.0,20,theory_rr,0.05
67,0.0,0.0,1.0,20,theory_rr,0.05
68,0.0,0.0,1.0,20,theory_rr,0.05
69,0.0,0.0,1.0,20,theory_rr,0.05
70,0.0,0.0,1.0,20,theory_rr,0.05
71,0.0,0.0,1.0,20,theory_rr,0.05
72,0.0,0.0,1.0,20,theory_rr,0.05
73,0.0,0.0,1.0,20,theory_rr,0.05
74,0.0,0.0,1.0,20,theory_rr,0.05
75,0.0,0.0,1.0,20,theory_rr,0.05
76,0.0,0.0,1.0,20,theory_rr,0.05
77,0.0,0.0,1.0,20,theory_rr,0.05
78,0.0,0.0,1.0,20,theory_rr,0.05
79,0.0,0.0,1.0,20,theory_rr,0.05
80,0.0,0.0,1.0,20,theory_rr,0.05
81,0.0,0.0,1.0,20,theory_rr,0.05
82,0.0,0.0,1.0,20,theory_rr,0.05
83,0.0,0.0,1.0,20,theory_rr,0.05
84,0.0,0.0,1.0,20,theory_rr,0.05
85,0.0,0.0,1.0,20,theory_rr,0.05
86,0.0,0.0,1.0,20,theory_rr,0.05
87,0.0,0.0,1.0,20,theory_rr,0.05
88,0.0,0.0,1.0,20,theory_rr,0.05
89,0.0,0.0,1.0,20,theory_rr,0.05
90,0.0,0.0,1.0,20,theory_rr,0.05
91,0.0,0.0,1.0,20,theory_rr,0.05
92,0.0,0.0,1.0,20,theory_rr,0.05
93,0.0,0.0,1.0,20,theory_rr,0.05
94,0.0,0.0,1.0,20,theory_rr,0.05
95,0.0,0.0,1.0,20,theory_rr,0.05
96,0.0,0.0,1.0,20,theory_rr,0.05
97,0.0,0.0,1.0,20,theory_rr,0.05
98,0.0,0.0,1.0,20,theory_rr,0.05
99,0.0,0.0,1.0,20,theory_rr,0.05
100,0.0,0.0,1.0,20,theory_rr,0.05
0,0.0,0.94,0.06,20,theory_rr_async,0.05
1,0.0,0.89,0.11,20,theory_rr_async,0.05
2,0.0,0.85,0.15,20,theory_rr_async,0.05
3,0.0,0.805,0.195,20,theory_rr_async,0.05
4,0.0,0.755,0.245,20,theory_rr_async,0.05
5,0.0,0.715,0.285,20,theory_rr_async,0.05
6,0.0,0.695,0.305,20,theory_rr_async,0.05
7,0.0,0.655,0.345,20,theory_rr_async,0.05
8,0.0,0.625,0.375,20,theory_rr_async,0.05
9,0.0,0.6,0.4,20,theory_rr_async,0.05
10,0.0,0.58,0.42,20,theory_rr_async,0.05
11,0.0,0.545,0.455,20,theory_rr_async,0.05
12,0.0,0.525,0.475,20,theory_rr_async,0.05
13,0.0,0.495,0.505,20,theory_rr_async,0.05
14,0.0,0.475,0.525,20,theory_rr_async,0.05
15,0.0,0.44,0.56,20,theory_rr_async,0.05
16,0.0,0.415,0.585,20,theory_rr_async,0.05
17,0.0,0.405,0.595,20,theory_rr_async,0.05
18,0.0,0.38,0.62,20,theory_rr_async,0.05
19,0.0,0.37,0.63,20,theory_rr_async,0.05
20,0.0,0.35,0.65,20,theory_rr_async,0.05
21,0.0,0.32,0.68,20,theory_rr_async,0.05
22,0.0,0.305,0.695,20,theory_rr_async,0.05
23,0.0,0.295,0.705,20,theory_rr_async,0.05
24,0.0,0.285,0.715,20,theory_rr_async,0.05
25,0.0,0.27,0.73,20,theory_rr_async,0.05
26,0.0,0.27,0.73,20,theory_rr_async,0.05
27,0.0,0.26,0.74,20,theory_rr_async,0.05
28,0.0,0.255,0.745,20,theory_rr_async,0.05
29,0.0,0.25,0.75,20,theory_rr_async,0.05
30,0.0,0.235,0.765,20,theory_rr_async,0.05
31,0.0,0.215,0.785,20,theory_rr_async,0.05
32,0.0,0.205,0.795,20,theory_rr_async,0.05
33,0.0,0.19,0.81,20,theory_rr_async,0.05
34,0.0,0.18,0.82,20,theory_rr_async,0.05
35,0.0,0.175,0.825,20,theory_rr_async,0.05
36,0.0,0.165,0.835,20,theory_rr_async,0.05
37,0.0,0.15,0.85,20,theory_rr_async,0.05
38,0.0,0.135,0.865,20,theory_rr_async,0.05
39,0.0,0.13,0.87,20,theory_rr_async,0.05
40,0.0,0.12,0.88,20,theory_rr_async,0.05
41,0.0,0.11,0.89,20,theory_rr_async,0.05
42,0.0,0.1,0.9,20,theory_rr_async,0.05
43,0.0,0.1,0.9,20,theory_rr_async,0.05
44,0.0,0.1,0.9,20,theory_rr_async,0.05
45,0.0,0.095,0.905,20,theory_rr_async,0.05
