t,share_N,share_E,share_F,run_id,source,beta_rr
46,0.0,0.095,0.905,20,theory_rr_async,0.05
47,0.0,0.09,0.91,20,theory_rr_async,0.05
48,0.0,0.08,0.92,20,theory_rr_async,0.05
49,0.0,0.08,0.92,20,theory_rr_async,0.05
50,0.0,0.075,0.925,20,theory_rr_async,0.05
51,0.0,0.075,0.925,20,theory_rr_async,0.05
52,0.0,0.075,0.925,20,theory_rr_async,0.05
53,0.0,0.065,0.935,20,theory_rr_async,0.05
54,0.0,0.065,0.935,20,theory_rr_async,0.05
55,0.0,0.065,0.935,20,theory_rr_async,0.05
56,0.0,0.065,0.935,20,theory_rr_async,0.05
57,0.0,0.065,0.935,20,theory_rr_async,0.05
58,0.0,0.06,0.94,20,theory_rr_async,0.05
59,0.0,0.05,0.95,20,theory_rr_async,0.05
60,0.0,0.05,0.95,20,theory_rr_async,0.05
61,0.0,0.05,0.95,20,theory_rr_async,0.05
62,0.0,0.045,0.955,20,theory_rr_async,0.05
63,0.0,0.04,0.96,20,theory_rr_async,0.05
64,0.0,0.035,0.965,20,theory_rr_async,0.05
65,0.0,0.035,0.965,20,theory_rr_async,0.05
66,0.0,0.035,0.965,20,theory_rr_async,0.05
67,0.0,0.035,0.965,20,theory_rr_async,0.05
68,0.0,0.035,0.965,20,theory_rr_async,0.05
69,0.0,0.035,0.965,20,theory_rr_async,0.05
70,0.0,0.035,0.965,20,theory_rr_async,0.05
71,0.0,0.035,0.965,20,theory_rr_async,0.05
72,0.0,0.03,0.97,20,theory_rr_async,0.05
73,0.0,0.03,0.97,20,theory_rr_async,0.05
74,0.0,0.03,0.97,20,theory_rr_async,0.05
75,0.0,0.03,0.97,20,theory_rr_async,0.05
76,0.0,0.03,0.97,20,theory_rr_async,0.05
77,0.0,0.025,0.975,20,theory_rr_async,0.05
78,0.0,0.025,0.975,20,theory_rr_async,0.05
79,0.0,0.025,0.975,20,theory_rr_async,0.05
80,0.0,0.025,0.975,20,theory_rr_async,0.05
81,0.0,0.02,0.98,20,theory_rr_async,0.05
82,0.0,0.015,0.985,20,theory_rr_async,0.05
83,0.0,0.015,0.985,20,theory_rr_async,0.05
84,0.0,0.01,0.99,20,theory_rr_async,0.05
85,0.0,0.01,0.99,20,theory_rr_async,0.05
86,0.0,0.01,0.99,20,theory_rr_async,0.05
87,0.0,0.01,0.99,20,theory_rr_async,0.05
88,0.0,0.005,0.995,20,theory_rr_async,0.05
89,0.0,0.005,0.995,20,theory_rr_async,0.05
90,0.0,0.0,1.0,20,theory_rr_async,0.05
91,0.0,0.0,1.0,20,theory_rr_async,0.05
92,0.0,0.0,1.0,20,theory_rr_async,0.05
93,0.0,0.0,1.0,20,theory_rr_async,0.05
94,0.0,0.0,1.0,20,theory_rr_async,0.05
95,0.0,0.0,1.0,20,theory_rr_async,0.05
96,0.0,0.0,1.0,20,theory_rr_async,0.05
97,0.0,0.0,1.0,20,theory_rr_async,0.05
98,0.0,0.0,1.0,20,theory_rr_async,0.05
99,0.0,0.0,1.0,20,theory_rr_async,0.05
100,0.0,0.0,1.0,20,theory_rr_async,0.05
0,0.0,0.94,0.06,21,simulation_rr,0.05
1,0.0,0.89,0.11,21,simulation_rr,0.05
2,0.0,0.84,0.16,21,simulation_rr,0.05
3,0.0,0.795,0.205,21,simulation_rr,0.05
4,0.0,0.75,0.25,21,simulation_rr,0.05
5,0.0,0.72,0.28,21,simulation_rr,0.05
6,0.0,0.675,0.325,21,simulation_rr,0.05
7,0.0,0.64,0.36,21,simulation_rr,0.05
8,0.0,0.615,0.385,21,simulation_rr,0.05
9,0.0,0.585,0.415,21,simulation_rr,0.05
10,0.0,0.56,0.44,21,simulation_rr,0.05
11,0.0,0.53,0.47,21,simulation_rr,0.05
12,0.0,0.52,0.48,21,simulation_rr,0.05
13,0.0,0.49,0.51,21,simulation_rr,0.05
14,0.0,0.475,0.525,21,simulation_rr,0.05
15,0.0,0.455,0.545,21,simulation_rr,0.05
16,0.0,0.425,0.575,21,simulation_rr,0.05
17,0.0,0.415,0.585,21,simulation_rr,0.05
18,0.0,0.4,0.6,21,simulation_rr,0.05
19,0.0,0.375,0.625,21,simulation_rr,0.05
20,0.0,0.365,0.635,21,simulation_rr,0.05
21,0.0,0.35,0.65,21,simulation_rr,0.05
22,0.0,0.335,0.665,21,simulation_rr,0.05
23,0.0,0.31,0.69,21,simulation_rr,0.05
24,0.0,0.29,0.71,21,simulation_rr,0.05
25,0.0,0.275,0.725,21,simulation_rr,0.05
26,0.0,0.265,0.735,21,simulation_rr,0.05
27,0.0,0.245,0.755,21,simulation_rr,0.05
28,0.0,0.235,0.765,21,simulation_rr,0.05
29,0.0,0.23,0.77,21,simulation_rr,0.05
30,0.0,0.225,0.775,21,simulation_rr,0.05
31,0.0,0.21,0.79,21,simulation_rr,0.05
32,0.0,0.21,0.79,21,simulation_rr,0.05
33,0.0,0.205,0.795,21,simulation_rr,0.05
34,0.0,0.195,0.805,21,simulation_rr,0.05
35,0.0,0.19,0.81,21,simulation_rr,0.05
36,0.0,0.185,0.815,21,simulation_rr,0.05
37,0.0,0.175,0.825,21,simulation_rr,0.05
38,0.0,0.17,0.83,21,simulation_rr,0.05
39,0.0,0.16,0.84,21,simulation_rr,0.05
40,0.0,0.14,0.86,21,simulation_rr,0.05
41,0.0,0.135,0.865,21,simulation_rr,0.05
42,0.0,0.12,0.88,21,simulation_rr,0.05
43,0.0,0.11,0.89,21,simulation_rr,0.05
44,0.0,0.1,0.9,21,simulation_rr,0.05
45,0.0,0.095,0.905,21,simulation_rr,0.05
46,0.0,0.09,0.91,21,simulation_rr,0.05
47,0.0,0.085,0.915,21,simulation_rr,0.05
48,0.0,0.08,0.92,21,simulation_rr,0.05
49,0.0,0.075,0.925,21,simulation_rr,0.05
50,0.0,0.07,0.93,21,simulation_rr,0.05
51,0.0,0.065,0.935,21,simulation_rr,0.05
52,0.0,0.065,0.935,21,simulation_rr,0.05
53,0.0,0.055,0.945,21,simulation_rr,0.05
54,0.0,0.05,0.95,21,simulation_rr,0.05
55,0.0,0.05,0.95,21,simulation_rr,0.05
56,0.0,0.05,0.95,21,simulation_rr,0.05
57,0.0,0.05,0.95,21,simulation_rr,0.05
58,0.0,0.045,0.955,21,simulation_rr,0.05
59,0.0,0.045,0.955,21,simulation_rr,0.05
60,0.0,0.045,0.955,21,simulation_rr,0.05
61,0.0,0.045,0.955,21,simulation_rr,0.05
62,0.0,0.045,0.955,21,simulation_rr,0.05
0,0.0,0.94,0.06,21,theory_rr,0.05
1,0.0,0.0,1.0,21,theory_rr,0.05
2,0.0,0.0,1.0,21,theory_rr,0.05
3,0.0,0.0,1.0,21,theory_rr,0.05
4,0.0,0.0,1.0,21,theory_rr,0.05
5,0.0,0.0,1.0,21,theory_rr,0.05
6,0.0,0.0,1.0,21,theory_rr,0.05
7,0.0,0.0,1.0,21,theory_rr,0.05
8,0.0,0.0,1.0,21,theory_rr,0.05
9,0.0,0.0,1.0,21,theory_rr,0.05
10,0.0,0.0,1.0,21,theory_rr,0.05
11,0.0,0.0,1.0,21,theory_rr,0.05
12,0.0,0.0,1.0,21,theory_rr,0.05
13,0.0,0.0,1.0,21,theory_rr,0.05
14,0.0,0.0,1.0,21,theory_rr,0.05
15,0.0,0.0,1.0,21,theory_rr,0.05
16,0.0,0.0,1.0,21,theory_rr,0.05
17,0.0,0.0,1.0,21,theory_rr,0.05
18,0.0,0.0,1.0,21,theory_rr,0.05
19,0.0,0.0,1.0,21,theory_rr,0.05
20,0.0,0.0,1.0,21,theory_rr,0.05
21,0.0,0.0,1.0,21,theory_rr,0.05
22,0.0,0.0,1.0,21,theory_rr,0.05
23,0.0,0.0,1.0,21,theory_rr,0.05
24,0.0,0.0,1.0,21,theory_rr,0.05
25,0.0,0.0,1.0,21,theory_rr,0.05
26,0.0,0.0,1.0,21,theory_rr,0.05
27,0.0,0.0,1.0,21,theory_rr,0.05
28,0.0,0.0,1.0,21,theory_rr,0.05
29,0.0,0.0,1.0,21,theory_rr,0.05
30,0.0,0.0,1.0,21,theory_rr,0.05
31,0.0,0.0,1.0,21,theory_rr,0.05
32,0.0,0.0,1.0,21,theory_rr,0.05
33,0.0,0.0,1.0,21,theory_rr,0.05
34,0.0,0.0,1.0,21,theory_rr,0.05
35,0.0,0.0,1.0,21,theory_rr,0.05
36,0.0,0.0,1.0,21,theory_rr,0.05
37,0.0,0.0,1.0,21,theory_rr,0.05
38,0.0,0.0,1.0,21,theory_rr,0.05
39,0.0,0.0,1.0,21,theory_rr,0.05
40,0.0,0.0,1.0,21,theory_rr,0.05
41,0.0,0.0,1.0,21,theory_rr,0.05
42,0.0,0.0,1.0,21,theory_rr,0.05
43,0.0,0.0,1.0,21,theory_rr,0.05
44,0.0,0.0,1.0,21,theory_rr,0.05
45,0.0,0.0,1.0,21,theory_rr,0.05
46,0.0,0.0,1.0,21,theory_rr,0.05
47,0.0,0.0,1.0,21,theory_rr,0.05
48,0.0,0.0,1.0,21,theory_rr,0.05
49,0.0,0.0,1.0,21,theory_rr,0.05
50,0.0,0.0,1.0,21,theory_rr,0.05
51,0.0,0.0,1.0,21,theory_rr,0.05
52,0.0,0.0,1.0,21,theory_rr,0.05
53,0.0,0.0,1.0,21,theory_rr,0.05
54,0.0,0.0,1.0,21,theory_rr,0.05
55,0.0,0.0,1.0,21,theory_rr,0.05
56,0.0,0.0,1.0,21,theory_rr,0.05
57,0.0,0.0,1.0,21,theory_rr,0.05
58,0.0,0.0,1.0,21,theory_rr,0.05
59,0.0,0.0,1.0,21,theory_rr,0.05
60,0.0,0.0,1.0,21,theory_rr,0.05
61,0.0,0.0,1.0,21,theory_rr,0.05
62,0.0,0.0,1.0,21,theory_rr,0.05
63,0.0,0.0,1.0,21,theory_rr,0.05
64,0.0,0.0,1.0,21,theory_rr,0.05
65,0.0,0.0,1.0,21,theory_rr,0.05
66,0.0,0.0,1.0,21,theory_rr,0.05
67,0.0,0.0,1.0,21,theory_rr,0.05
68,0.0,0.0,1.0,21,theory_rr,0.05
69,0.0,0.0,1.0,21,theory_rr,0.05
70,0.0,0.0,1.0,21,theory_rr,0.05
71,0.0,0.0,1.0,21,theory_rr,0.05
72,0.0,0.0,1.0,21,theory_rr,0.05
73,0.0,0.0,1.0,21,theory_rr,0.05
74,0.0,0.0,1.0,21,theory_rr,0.05
75,0.0,0.0,1.0,21,theory_rr,0.05
76,0.0,0.0,1.0,21,theory_rr,0.05
77,0.0,0.0,1.0,21,theory_rr,0.05
78,0.0,0.0,1.0,21,theory_rr,0.05
79,0.0,0.0,1.0,21,theory_rr,0.05
80,0.0,0.0,1.0,21,theory_rr,0.05
81,0.0,0.0,1.0,21,theory_rr,0.05
82,0.0,0.0,1.0,21,theory_rr,0.05
83,0.0,0.0,1.0,21,theory_rr,0.05
84,0.0,0.0,1.0,21,theory_rr,0.05
85,0.0,0.0,1.0,21,theory_rr,0.05
86,0.0,0.0,1.0,21,theory_rr,0.05
87,0.0,0.0,1.0,21,theory_rr,0.05
88,0.0,0.0,1.0,21,theory_rr,0.05
89,0.0,0.0,1.0,21,theory_rr,0.05
90,0.0,0.0,1.0,21,theory_rr,0.05
91,0.0,0.0,1.0,21,theory_rr,0.05
92,0.0,0.0,1.0,21,theory_rr,0.05
93,0.0,0.0,1.0,21,theory_rr,0.05
94,0.0,0.0,1.0,21,theory_rr,0.05
95,0.0,0.0,1.0,21,theory_rr,0.05
96,0.0,0.0,1.0,21,theory_rr,0.05
97,0.0,0.0,1.0,21,theory_rr,0.05
98,0.0,0.0,1.0,21,theory_rr,0.05
99,0.0,0.0,1.0,21,theory_rr,0.05
100,0.0,0.0,1.0,21,theory_rr,0.05
0,0.0,0.94,0.06,21,theory_rr_async,0.05
1,0.0,0.89,0.11,21,theory_rr_async,0.05
2,0.0,0.84,0.16,21,theory_rr_async,0.05
3,0.0,0.795,0.205,21,theory_rr_async,0.05
4,0.0,0.75,0.25,21,theory_rr_async,0.05
5,0.0,0.72,0.28,21,theory_rr_async,0.05
6,0.0,0.675,0.325,21,theory_rr_async,0.05
7,0.0,0.64,0.36,21,theory_rr_async,0.05
8,0.0,0.615,0.385,21,theory_rr_async,0.05
9,0.0,0.585,0.415,21,theory_rr_async,0.05
10,0.0,0.56,0.44,21,theory_rr_async,0.05
11,0.0,0.53,0.47,21,theory_rr_async,0.05
12,0.0,0.52,0.48,21,theory_rr_async,0.05
13,0.0,0.49,0.51,21,theory_rr_async,0.05
14,0.0,0.475,0.525,21,theory_rr_async,0.05
15,0.0,0.455,0.545,21,theory_rr_async,0.05
16,0.0,0.425,0.575,21,theory_rr_async,0.05
17,0.0,0.415,0.585,21,theory_rr_async,0.05
18,0.0,0.4,0.6,21,theory_rr_async,0.05
19,0.0,0.375,0.625,21,theory_rr_async,0.05
20,0.0,0.365,0.635,21,theory_rr_async,0.05
21,0.0,0.35,0.65,21,theory_rr_async,0.05
22,0.0,0.335,0.665,21,theory_rr_async,0.05
23,0.0,0.31,0.69,21,theory_rr_async,0.05
24,0.0,0.29,0.71,21,theory_rr_async,0.05
25,0.0,0.275,0.725,21,theory_rr_async,0.05
26,0.0,0.265,0.735,21,theory_rr_async,0.05
27,0.0,0.245,0.755,21,theory_rr_async,0.05
28,0.0,0.235,0.765,21,theory_rr_async,0.05
29,0.0,0.23,0.77,21,theory_rr_async,0.05
30,0.0,0.225,0.775,21,theory_rr_async,0.05
31,0.0,0.21,0.79,21,theory_rr_async,0.05
32,0.0,0.21,0.79,21,theory_rr_async,0.05
33,0.0,0.205,0.795,21,theory_rr_async,0.05
34,0.0,0.195,0.805,21,theory_rr_async,0.05
35,0.0,0.19,0.81,21,theory_rr_async,0.05
36,0.0,0.185,0.815,21,theory_rr_async,0.05
37,0.0,0.175,0.825,21,theory_rr_async,0.05
38,0.0,0.17,0.83,21,theory_rr_async,0.05
39,0.0,0.16,0.84,21,theory_rr_async,0.05
40,0.0,0.14,0.86,21,theory_rr_async,0.05
41,0.0,0.135,0.865,21,theory_rr_async,0.05
42,0.0,0.12,0.88,21,theory_rr_async,0.05
43,0.0,0.11,0.89,21,theory_rr_async,0.05
44,0.0,0.1,0.9,21,theory_rr_async,0.05
45,0.0,0.095,0.905,21,theory_rr_async,0.05
46,0.0,0.09,0.91,21,theory_rr_async,0.05
47,0.0,0.085,0.915,21,theory_rr_async,0.05
48,0.0,0.08,0.92,21,theory_rr_async,0.05
49,0.0,0.075,0.925,21,theory_rr_async,0.05
50,0.0,0.07,0.93,21,theory_rr_async,0.05
51,0.0,0.065,0.935,21,theory_rr_async,0.05
52,0.0,0.065,0.935,21,theory_rr_async,0.05
53,0.0,0.055,0.945,21,theory_rr_async,0.05
54,0.0,0.05,0.95,21,theory_rr_async,0.05
55,0.0,0.05,0.95,21,theory_rr_async,0.05
56,0.0,0.05,0.95,21,theory_rr_async,0.05
57,0.0,0.05,0.95,21,theory_rr_async,0.05
58,0.0,0.045,0.955,21,theory_rr_async,0.05
59,0.0,0.045,0.955,21,theory_rr_async,0.05
60,0.0,0.045,0.955,21,theory_rr_async,0.05
61,0.0,0.045,0.955,21,theory_rr_async,0.05
62,0.0,0.045,0.955,21,theory_rr_async,0.05
63,0.0,0.045,0.955,21,theory_rr_async,0.05
64,0.0,0.045,0.955,21,theory_rr_async,0.05
65,0.0,0.045,0.955,21,theory_rr_async,0.05
66,0.0,0.035,0.965,21,theory_rr_async,0.05
67,0.0,0.035,0.965,21,theory_rr_async,0.05
68,0.0,0.035,0.965,21,theory_rr_async,0.05
69,0.0,0.035,0.965,21,theory_rr_async,0.05
70,0.0,0.035,0.965,21,theory_rr_async,0.05
71,0.0,0.03,0.97,21,theory_rr_async,0.05
72,0.0,0.03,0.97,21,theory_rr_async,0.05
73,0.0,0.03,0.97,21,theory_rr_async,0.05
74,0.0,0.03,0.97,21,theory_rr_async,0.05
75,0.0,0.03,0.97,21,theory_rr_async,0.05
76,0.0,0.025,0.975,21,theory_rr_async,0.05
77,0.0,0.025,0.975,21,theory_rr_async,0.05
78,0.0,0.025,0.975,21,theory_rr_async,0.05
79,0.0,0.025,0.975,21,theory_rr_async,0.05
80,0.0,0.025,0.975,21,theory_rr_async,0.05
81,0.0,0.025,0.975,21,theory_rr_async,0.05
82,0.0,0.025,0.975,21,theory_rr_async,0.05
83,0.0,0.025,0.975,21,theory_rr_async,0.05
84,0.0,0.025,0.975,21,theory_rr_async,0.05
85,0.0,0.025,0.975,21,theory_rr_async,0.05
86,0.0,0.025,0.975,21,theory_rr_async,0.05
87,0.0,0.02,0.98,21,theory_rr_async,0.05
88,0.0,0.02,0.98,21,theory_rr_async,0.05
89,0.0,0.02,0.98,21,theory_rr_async,0.05
90,0.0,0.02,0.98,21,theory_rr_async,0.05
91,0.0,0.02,0.98,21,theory_rr_async,0.05
92,0.0,0.02,0.98,21,theory_rr_async,0.05
93,0.0,0.02,0.98,21,theory_rr_async,0.05
94,0.0,0.02,0.98,21,theory_rr_async,0.05
95,0.0,0.02,0.98,21,theory_rr_async,0.05
96,0.0,0.015,0.985,21,theory_rr_async,0.05
97,0.0,0.01,0.99,21,theory_rr_async,0.05
98,0.0,0.01,0.99,21,theory_rr_async,0.05
99,0.0,0.01,0.99,21,theory_rr_async,0.05
100,0.0,0.005,0.995,21,theory_rr_async,0.05
0,0.0,0.94,0.06,22,simulation_rr,0.05
1,0.0,0.89,0.11,22,simulation_rr,0.05
2,0.0,0.84,0.16,22,simulation_rr,0.05
3,0.0,0.805,0.195,22,simulation_rr,0.05
4,0.0,0.765,0.235,22,simulation_rr,0.05
5,0.0,0.72,0.28,22,simulation_rr,0.05
6,0.0,0.685,0.315,22,simulation_rr,0.05
7,0.0,0.645,0.355,22,simulation_rr,0.05
8,0.0,0.6,0.4,22,simulation_rr,0.05
9,0.0,0.575,0.425,22,simulation_rr,0.05
10,0.0,0.55,0.45,22,simulation_rr,0.05
11,0.0,0.52,0.48,22,simulation_rr,0.05
12,0.0,0.5,0.5,22,simulation_rr,0.05
13,0.0,0.48,0.52,22,simulation_rr,0.05
14,0.0,0.465,0.535,22,simulation_rr,0.05
15,0.0,0.43,0.57,22,simulation_rr,0.05
16,0.0,0.405,0.595,22,simulation_rr,0.05
17,0.0,0.39,0.61,22,simulation_rr,0.05
18,0.0,0.365,0.635,22,simulation_rr,0.05
19,0.0,0.355,0.645,22,simulation_rr,0.05
20,0.0,0.335,0.665,22,simulation_rr,0.05
21,0.0,0.335,0.665,22,simulation_rr,0.05
22,0.0,0.32,0.68,22,simulation_rr,0.05
23,0.0,0.295,0.705,22,simulation_rr,0.05
24,0.0,0.265,0.735,22,simulation_rr,0.05
25,0.0,0.255,0.745,22,simulation_rr,0.05
26,0.0,0.245,0.755,22,simulation_rr,0.05
27,0.0,0.235,0.765,22,simulation_rr,0.05
28,0.0,0.225,0.775,22,simulation_rr,0.05
29,0.0,0.215,0.785,22,simulation_rr,0.05
30,0.0,0.195,0.805,22,simulation_rr,0.05
31,0.0,0.185,0.815,22,simulation_rr,0.05
32,0.0,0.175,0.825,22,simulation_rr,0.05
33,0.0,0.175,0.825,22,simulation_rr,0.05
34,0.0,0.17,0.83,22,simulation_rr,0.05
35,0.0,0.16,0.84,22,simulation_rr,0.05
36,0.0,0.15,0.85,22,simulation_rr,0.05
37,0.0,0.14,0.86,22,simulation_rr,0.05
38,0.0,0.135,0.865,22,simulation_rr,0.05
39,0.0,0.135,0.865,22,simulation_rr,0.05
40,0.0,0.12,0.88,22,simulation_rr,0.05
41,0.0,0.115,0.885,22,simulation_rr,0.05
42,0.0,0.11,0.89,22,simulation_rr,0.05
43,0.0,0.1,0.9,22,simulation_rr,0.05
44,0.0,0.09,0.91,22,simulation_rr,0.05
45,0.0,0.085,0.915,22,simulation_rr,0.05
46,0.0,0.085,0.915,22,simulation_rr,0.05
47,0.0,0.075,0.925,22,simulation_rr,0.05
48,0.0,0.075,0.925,22,simulation_rr,0.05
49,0.0,0.075,0.925,22,simulation_rr,0.05
50,0.0,0.075,0.925,22,simulation_rr,0.05
51,0.0,0.075,0.925,22,simulation_rr,0.05
0,0.0,0.94,0.06,22,theory_rr,0.05
1,0.0,0.0,1.0,22,theory_rr,0.05
2,0.0,0.0,1.0,22,theory_rr,0.05
3,0.0,0.0,1.0,22,theory_rr,0.05
4,0.0,0.0,1.0,22,theory_rr,0.05
5,0.0,0.0,1.0,22,theory_rr,0.05
6,0.0,0.0,1.0,22,theory_rr,0.05
7,0.0,0.0,1.0,22,theory_rr,0.05
8,0.0,0.0,1.0,22,theory_rr,0.05
9,0.0,0.0,1.0,22,theory_rr,0.05
10,0.0,0.0,1.0,22,theory_rr,0.05
11,0.0,0.0,1.0,22,theory_rr,0.05
12,0.0,0.0,1.0,22,theory_rr,0.05
13,0.0,0.0,1.0,22,theory_rr,0.05
14,0.0,0.0,1.0,22,theory_rr,0.05
15,0.0,0.0,1.0,22,theory_rr,0.05
16,0.0,0.0,1.0,22,theory_rr,0.05
17,0.0,0.0,1.0,22,theory_rr,0.05
18,0.0,0.0,1.0,22,theory_rr,0.05
19,0.0,0.0,1.0,22,theory_rr,0.05
20,0.0,0.0,1.0,22,theory_rr,0.05
21,0.0,0.0,1.0,22,theory_rr,0.05
22,0.0,0.0,1.0,22,theory_rr,0.05
23,0.0,0.0,1.0,22,theory_rr,0.05
24,0.0,0.0,1.0,22,theory_rr,0.05
25,0.0,0.0,1.0,22,theory_rr,0.05
26,0.0,0.0,1.0,22,theory_rr,0.05
27,0.0,0.0,1.0,22,theory_rr,0.05
28,0.0,0.0,1.0,22,theory_rr,0.05
29,0.0,0.0,1.0,22,theory_rr,0.05
30,0.0,0.0,1.0,22,theory_rr,0.05
31,0.0,0.0,1.0,22,theory_rr,0.05
32,0.0,0.0,1.0,22,theory_rr,0.05
33,0.0,0.0,1.0,22,theory_rr,0.05
34,0.0,0.0,1.0,22,theory_rr,0.05
35,0.0,0.0,1.0,22,theory_rr,0.05
36,0.0,0.0,1.0,22,theory_rr,0.05
37,0.0,0.0,1.0,22,theory_rr,0.05
38,0.0,0.0,1.0,22,theory_rr,0.05
39,0.0,0.0,1.0,22,theory_rr,0.05
40,0.0,0.0,1.0,22,theory_rr,0.05
41,0.0,0.0,1.0,22,theory_rr,0.05
42,0.0,0.0,1.0,22,theory_rr,0.05
43,0.0,0.0,1.0,22,theory_rr,0.05
44,0.0,0.0,1.0,22,theory_rr,0.05
45,0.0,0.0,1.0,22,theory_rr,0.05
46,0.0,0.0,1.0,22,theory_rr,0.05
47,0.0,0.0,1.0,22,theory_rr,0.05
48,0.0,0.0,1.0,22,theory_rr,0.05
49,0.0,0.0,1.0,22,theory_rr,0.05
50,0.0,0.0,1.0,22,theory_rr,0.05
51,0.0,0.0,1.0,22,theory_rr,0.05
52,0.0,0.0,1.0,22,theory_rr,0.05
53,0.0,0.0,1.0,22,theory_rr,0.05
54,0.0,0.0,1.0,22,theory_rr,0.05
55,0.0,0.0,1.0,22,theory_rr,0.05
56,0.0,0.0,1.0,22,theory_rr,0.05
57,0.0,0.0,1.0,22,theory_rr,0.05
58,0.0,0.0,1.0,22,theory_rr,0.05
59,0.0,0.0,1.0,22,theory_rr,0.05
60,0.0,0.0,1.0,22,theory_rr,0.05
61,0.0,0.0,1.0,22,theory_rr,0.05
62,0.0,0.0,1.0,22,theory_rr,0.05
63,0.0,0.0,1.0,22,theory_rr,0.05
64,0.0,0.0,1.0,22,theory_rr,0.05
65,0.0,0.0,1.0,22,theory_rr,0.05
66,0.0,0.0,1.0,22,theory_rr,0.05
67,0.0,0.0,1.0,22,theory_rr,0.05
68,0.0,0.0,1.0,22,theory_rr,0.05
69,0.0,0.0,1.0,22,theory_rr,0.05
70,0.0,0.0,1.0,22,theory_rr,0.05
71,0.0,0.0,1.0,22,theory_rr,0.05
72,0.0,0.0,1.0,22,theory_rr,0.05
73,0.0,0.0,1.0,22,theory_rr,0.05
74,0.0,0.0,1.0,22,theory_rr,0.05
75,0.0,0.0,1.0,22,theory_rr,0.05
76,0.0,0.0,1.0,22,theory_rr,0.05
77,0.0,0.0,1.0,22,theory_rr,0.05
78,0.0,0.0,1.0,22,theory_rr,0.05
79,0.0,0.0,1.0,22,theory_rr,0.05
80,0.0,0.0,1.0,22,theory_rr,0.05
81,0.0,0.0,1.0,22,theory_rr,0.05
82,0.0,0.0,1.0,22,theory_rr,0.05
83,0.0,0.0,1.0,22,theory_rr,0.05
84,0.0,0.0,1.0,22,theory_rr,0.05
85,0.0,0.0,1.0,22,theory_rr,0.05
86,0.0,0.0,1.0,22,theory_rr,0.05
87,0.0,0.0,1.0,22,theory_rr,0.05
88,0.0,0.0,1.0,22,theory_rr,0.05
89,0.0,0.0,1.0,22,theory_rr,0.05
90,0.0,0.0,1.0,22,theory_rr,0.05
91,0.0,0.0,1.0,22,theory_rr,0.05
92,0.0,0.0,1.0,22,theory_rr,0.05
93,0.0,0.0,1.0,22,theory_rr,0.05
94,0.0,0.0,1.0,22,theory_rr,0.05
95,0.0,0.0,1.0,22,theory_rr,0.05
96,0.0,0.0,1.0,22,theory_rr,0.05
97,0.0,0.0,1.0,22,theory_rr,0.05
98,0.0,0.0,1.0,22,theory_rr,0.05
99,0.0,0.0,1.0,22,theory_rr,0.05
100,0.0,0.0,1.0,22,theory_rr,0.05
0,0.0,0.94,0.06,22,theory_rr_async,0.05
1,0.0,0.89,0.11,22,theory_rr_async,0.05
2,0.0,0.84,0.16,22,theory_rr_async,0.05
3,0.0,0.805,0.195,22,theory_rr_async,0.05
4,0.0,0.765,0.235,22,theory_rr_async,0.05
5,0.0,0.72,0.28,22,theory_rr_async,0.05
6,0.0,0.685,0.315,22,theory_rr_async,0.05
7,0.0,0.645,0.355,22,theory_rr_async,0.05
8,0.0,0.6,0.4,22,theory_rr_async,0.05
9,0.0,0.575,0.425,22,theory_rr_async,0.05
10,0.0,0.55,0.45,22,theory_rr_async,0.05
11,0.0,0.52,0.48,22,theory_rr_async,0.05
12,0.0,0.5,0.5,22,theory_rr_async,0.05
13,0.0,0.48,0.52,22,theory_rr_async,0.05
14,0.0,0.465,0.535,22,theory_rr_async,0.05
15,0.0,0.43,0.57,22,theory_rr_async,0.05
16,0.0,0.405,0.595,22,theory_rr_async,0.05
17,0.0,0.39,0.61,22,theory_rr_async,0.05
18,0.0,0.365,0.635,22,theory_rr_async,0.05
19,0.0,0.355,0.645,22,theory_rr_async,0.05
20,0.0,0.335,0.665,22,theory_rr_async,0.05
21,0.0,0.335,0.665,22,theory_rr_async,0.05
22,0.0,0.32,0.68,22,theory_rr_async,0.05
23,0.0,0.295,0.705,22,theory_rr_async,0.05
24,0.0,0.265,0.735,22,theory_rr_async,0.05
25,0.0,0.255,0.745,22,theory_rr_async,0.05
26,0.0,0.245,0.755,22,theory_rr_async,0.05
27,0.0,0.235,0.765,22,theory_rr_async,0.05
28,0.0,0.225,0.775,22,theory_rr_async,0.05
29,0.0,0.215,0.785,22,theory_rr_async,0.05
30,0.0,0.195,0.805,22,theory_rr_async,0.05
31,0.0,0.185,0.815,22,theory_rr_async,0.05
32,0.0,0.175,0.825,22,theory_rr_async,0.05
33,0.0,0.175,0.825,22,theory_rr_async,0.05
34,0.0,0.17,0.83,22,theory_rr_async,0.05
35,0.0,0.16,0.84,22,theory_rr_async,0.05
36,0.0,0.15,0.85,22,theory_rr_async,0.05
37,0.0,0.14,0.86,22,theory_rr_async,0.05
38,0.0,0.135,0.865,22,theory_rr_async,0.05
39,0.0,0.135,0.865,22,theory_rr_async,0.05
40,0.0,0.12,0.88,22,theory_rr_async,0.05
41,0.0,0.115,0.885,22,theory_rr_async,0.05
42,0.0,0.11,0.89,22,theory_rr_async,0.05
43,0.0,0.1,0.9,22,theory_rr_async,0.05
