beta,feasible_share,all_core_feasible,mean_slack,run_id
0.25,0.7,0,-0.7254876026695317,30
0.3,0.7,0,0.9005080916938258,30
0.35,0.725,0,2.526503786057185,30
0.4,0.775,0,4.152499480420547,30
0.45,0.825,0,5.778495174783904,30
0.5,0.875,0,7.40449086914726,30
0.55,0.875,0,9.030486563510621,30
0.6,0.875,0,10.656482257873977,30
0.65,0.875,0,12.28247795223734,30
0.7,0.9,0,13.908473646600692,30
0.75,0.9,0,15.534469340964057,30
0.8,0.9,0,17.160465035327416,30
0.85,0.9,0,18.78646072969077,30
0.9,0.925,0,20.41245642405413,30
0.95,0.975,0,22.038452118417485,30
1.0,0.975,0,23.664447812780843,30
0.0,0.7,0,-4.318066425603178,31
0.05,0.725,0,-2.753250248592017,31
0.1,0.725,0,-1.1884340715808555,31
0.15,0.75,0,0.3763821054303042,31
0.2,0.825,0,1.9411982824414662,31
0.25,0.825,0,3.5060144594526266,31
0.3,0.825,0,5.070830636463787,31
0.35,0.875,0,6.635646813474947,31
0.4,0.9,0,8.20046299048611,31
0.45,0.9,0,9.765279167497269,31
0.5,0.9,0,11.33009534450843,31
0.55,0.9,0,12.894911521519594,31
0.6,0.9,0,14.459727698530752,31
0.65,0.925,0,16.024543875541916,31
0.7,0.925,0,17.58936005255307,31
0.75,0.925,0,19.154176229564236,31
0.8,0.925,0,20.7189924065754,31
0.85,0.925,0,22.283808583586556,31
0.9,0.925,0,23.84862476059772,31
0.95,0.925,0,25.413440937608875,31
1.0,0.925,0,26.97825711462004,31
0.0,0.725,0,0.4749369967003744,32
0.05,0.825,0,2.5234591134734847,32
0.1,0.85,0,4.571981230246596,32
0.15,0.875,0,6.620503347019705,32
0.2,0.875,0,8.669025463792819,32
0.25,0.925,0,10.71754758056593,32
0.3,0.95,0,12.766069697339038,32
0.35,0.95,0,14.814591814112152,32
0.4,0.95,0,16.863113930885262,32
0.45,0.95,0,18.911636047658373,32
0.5,0.95,0,20.960158164431483,32
0.55,0.95,0,23.008680281204597,32
