t,share_N,share_E,share_F,W,C_ext,run_id,fee_multiple
63,0.0,0.635,0.365,1597.2217080605703,29.22069309484641,16,1.5
64,0.0,0.6,0.4,1675.3974743673725,31.781667241898344,16,1.5
65,0.0,0.63,0.37,1599.7166773562647,29.30393057355908,16,1.5
66,0.0,0.595,0.405,1692.8154035997882,32.339044450960415,16,1.5
67,0.0,0.615,0.385,1622.645933614569,30.063056488953226,16,1.5
68,0.0,0.625,0.375,1610.5364601849649,29.662376955808984,16,1.5
69,0.0,0.58,0.42,1706.5868648498792,32.77550087501945,16,1.5
70,0.0,0.6,0.4,1687.5932444436805,32.172261558267394,16,1.5
71,0.0,0.61,0.39,1680.3899289479218,31.94138308465962,16,1.5
72,0.0,0.63,0.37,1633.0337051887664,30.40607636094479,16,1.5
73,0.0,0.595,0.405,1689.3909084493162,32.22795781119753,16,1.5
74,0.0,0.6,0.4,1667.7524016967936,31.531806484393126,16,1.5
75,0.0,0.62,0.38,1621.5650184355268,30.025720807250337,16,1.5
76,0.0,0.635,0.365,1580.2186315184645,28.64453610200719,16,1.5
77,0.0,0.605,0.395,1611.4826633915372,29.686400195392316,16,1.5
78,0.0,0.57,0.43,1666.352099544107,31.484495483361044,16,1.5
79,0.0,0.59,0.41,1631.6526443632,30.355687597267885,16,1.5
80,0.0,0.565,0.435,1696.0858737828228,32.43646018760885,16,1.5
81,0.0,0.59,0.41,1626.4041879221948,30.18229974975162,16,1.5
82,0.0,0.61,0.39,1586.7826850401998,28.86567014946563,16,1.5
83,0.0,0.58,0.42,1630.030678859714,30.29715272568602,16,1.5
84,0.0,0.56,0.44,1678.1906320440771,31.859903644641697,16,1.5
85,0.0,0.58,0.42,1644.2376565872326,30.7602158074165,16,1.5
86,0.0,0.605,0.395,1577.5496955967365,28.548423986891507,16,1.5
87,0.0,0.565,0.435,1703.2705436274084,32.6621420363242,16,1.5
88,0.0,0.6,0.4,1621.3333266156162,30.01152182604012,16,1.5
89,0.0,0.585,0.415,1648.6922352689814,30.909666207761248,16,1.5
90,0.0,0.565,0.435,1690.71011911012,32.26639649729901,16,1.5
91,0.0,0.585,0.415,1647.260794417842,30.86561416668656,16,1.5
92,0.0,0.605,0.395,1608.5278044446547,29.592883520185612,16,1.5
93,0.0,0.575,0.425,1674.4054571420584,31.741723428951715,16,1.5
94,0.0,0.595,0.405,1646.4115896034648,30.835891670230186,16,1.5
95,0.0,0.575,0.425,1691.4074840094872,32.28541881413684,16,1.5
96,0.0,0.595,0.405,1648.5697434964438,30.907215965051567,16,1.5
97,0.0,0.61,0.39,1629.305967528373,30.27805384549867,16,1.5
98,0.0,0.57,0.43,1701.2144323460784,32.600087293040005,16,1.5
99,0.0,0.575,0.425,1700.6937418165621,32.583522043244,16,1.5
100,0.0,0.605,0.395,1638.8680870319768,30.59068066101129,16,1.5
0,0.0,1.0,0.0,1081.7380978959711,0.0,16,2.0
1,0.0,0.95,0.05,1003.4517459168533,5.0857121386181525,16,2.0
2,0.0,0.9,0.1,1097.9977797283866,10.102428740551966,16,2.0
3,0.0,0.855,0.145,1207.8603786085591,14.825626980533535,16,2.0
4,0.0,0.815,0.185,1335.930064527686,19.891769777557137,16,2.0
5,0.0,0.77,0.23,1428.2760977690218,23.327948460277238,16,2.0
6,0.0,0.725,0.275,1525.0847296807394,26.75913781731309,16,2.0
7,0.0,0.69,0.31,1589.1291389322137,28.93447231254951,16,2.0
8,0.0,0.665,0.335,1634.817924710345,30.445496500309076,16,2.0
9,0.0,0.675,0.325,1619.5532443842883,29.94395532474669,16,2.0
10,0.0,0.64,0.36,1695.48794719453,32.411032030201866,16,2.0
11,0.0,0.64,0.36,1695.48794719453,32.411032030201866,16,2.0
12,0.0,0.66,0.34,1587.0161678024976,28.867771209892773,16,2.0
13,0.0,0.64,0.36,1644.4239824407518,30.766343182972506,16,2.0
14,0.0,0.65,0.35,1623.1315654951065,30.071077194128677,16,2.0
15,0.0,0.665,0.335,1602.4260386565165,29.386276232137384,16,2.0
16,0.0,0.63,0.37,1682.4439923179202,31.99616368238332,16,2.0
17,0.0,0.62,0.38,1697.5070022172304,32.47828223258156,16,2.0
18,0.0,0.63,0.37,1671.66680475545,31.649226544397166,16,2.0
19,0.0,0.66,0.34,1582.8516393531422,28.72960855547427,16,2.0
20,0.0,0.62,0.38,1667.9186131256156,31.53210138346243,16,2.0
21,0.0,0.64,0.36,1636.5476881380573,30.514442075725313,16,2.0
22,0.0,0.615,0.385,1695.7805306424432,32.428384164477066,16,2.0
23,0.0,0.63,0.37,1663.3925263466028,31.39004531188246,16,2.0
24,0.0,0.635,0.365,1620.9683792598998,30.01004579951359,16,2.0
25,0.0,0.64,0.36,1617.496574789678,29.89502266682738,16,2.0
26,0.0,0.66,0.34,1573.9779349473288,28.444614908272346,16,2.0
27,0.0,0.625,0.375,1694.5563387599502,32.39412764167697,16,2.0
28,0.0,0.655,0.345,1587.1307071242052,28.881063825322876,16,2.0
29,0.0,0.625,0.375,1650.6179996758779,30.9799317538043,16,2.0
30,0.0,0.64,0.36,1614.869387050733,29.803804523451888,16,2.0
31,0.0,0.655,0.345,1596.1540506896458,29.182340947609127,16,2.0
32,0.0,0.665,0.335,1578.2875151488313,28.58378129823131,16,2.0
33,0.0,0.635,0.365,1705.4740283858503,32.74363569734402,16,2.0
34,0.0,0.66,0.34,1656.6792304746484,31.18111057030171,16,2.0
35,0.0,0.68,0.32,1611.3225230143607,29.69153710111094,16,2.0
36,0.0,0.65,0.35,1671.2409704739246,31.65023087194755,16,2.0
37,0.0,0.64,0.36,1689.3600399534182,32.231121081142774,16,2.0
38,0.0,0.655,0.345,1655.9504947306489,31.158154573580802,16,2.0
39,0.0,0.665,0.335,1640.9517261628127,30.67005506978444,16,2.0
40,0.0,0.675,0.325,1572.584494779263,28.394873017361945,16,2.0
41,0.0,0.645,0.355,1630.651615519554,30.323875633935653,16,2.0
42,0.0,0.66,0.34,1589.0638459265194,28.9441637488491,16,2.0
43,0.0,0.625,0.375,1666.236230535469,31.485564741857313,16,2.0
44,0.0,0.64,0.36,1625.6584778096328,30.16396720459155,16,2.0
45,0.0,0.61,0.39,1703.83931975826,32.68862827520334,16,2.0
46,0.0,0.63,0.37,1670.8903615623674,31.6341471973549,16,2.0
47,0.0,0.65,0.35,1636.838980285532,30.52691415186088,16,2.0
48,0.0,0.665,0.335,1610.8478183968896,29.67103042164446,16,2.0
49,0.0,0.63,0.37,1705.278125378026,32.729757555759285,16,2.0
50,0.0,0.655,0.345,1641.7860048697796,30.68492888944749,16,2.0
51,0.0,0.67,0.33,1614.921338212791,29.802068274742034,16,2.0
52,0.0,0.635,0.365,1687.2913049977233,32.16110038599658,16,2.0
53,0.0,0.655,0.345,1645.1324534308228,30.7970002161301,16,2.0
54,0.0,0.68,0.32,1579.834337842401,28.634964033165893,16,2.0
55,0.0,0.645,0.355,1650.9963963280345,30.98448910672429,16,2.0
56,0.0,0.675,0.325,1559.489978053129,27.947980183029145,16,2.0
57,0.0,0.63,0.37,1655.9429621130723,31.150541350745428,16,2.0
58,0.0,0.645,0.355,1616.8437823783427,29.876918379533674,16,2.0
59,0.0,0.62,0.38,1679.1692177011762,31.904866999074358,16,2.0
60,0.0,0.64,0.36,1613.4565226507868,29.758189398588236,16,2.0
61,0.0,0.655,0.345,1589.4253807344678,28.960807348054992,16,2.0
62,0.0,0.615,0.385,1688.1192871341188,32.18627198309648,16,2.0
63,0.0,0.635,0.365,1597.2217080605703,29.22069309484641,16,2.0
64,0.0,0.6,0.4,1675.3974743673725,31.781667241898344,16,2.0
65,0.0,0.63,0.37,1599.7166773562647,29.30393057355908,16,2.0
66,0.0,0.595,0.405,1692.8154035997882,32.339044450960415,16,2.0
67,0.0,0.615,0.385,1622.645933614569,30.063056488953226,16,2.0
68,0.0,0.625,0.375,1610.5364601849649,29.662376955808984,16,2.0
69,0.0,0.58,0.42,1706.5868648498792,32.77550087501945,16,2.0
70,0.0,0.6,0.4,1687.5932444436805,32.172261558267394,16,2.0
71,0.0,0.61,0.39,1680.3899289479218,31.94138308465962,16,2.0
72,0.0,0.63,0.37,1633.0337051887664,30.40607636094479,16,2.0
73,0.0,0.595,0.405,1689.3909084493162,32.22795781119753,16,2.0
74,0.0,0.6,0.4,1667.7524016967936,31.531806484393126,16,2.0
75,0.0,0.62,0.38,1621.5650184355268,30.025720807250337,16,2.0
76,0.0,0.635,0.365,1580.2186315184645,28.64453610200719,16,2.0
77,0.0,0.605,0.395,1611.4826633915372,29.686400195392316,16,2.0
78,0.0,0.57,0.43,1666.352099544107,31.484495483361044,16,2.0
79,0.0,0.59,0.41,1631.6526443632,30.355687597267885,16,2.0
80,0.0,0.565,0.435,1696.0858737828228,32.43646018760885,16,2.0
81,0.0,0.59,0.41,1626.4041879221948,30.18229974975162,16,2.0
82,0.0,0.61,0.39,1586.7826850401998,28.86567014946563,16,2.0
83,0.0,0.58,0.42,1630.030678859714,30.29715272568602,16,2.0
84,0.0,0.56,0.44,1678.1906320440771,31.859903644641697,16,2.0
85,0.0,0.58,0.42,1644.2376565872326,30.7602158074165,16,2.0
86,0.0,0.605,0.395,1577.5496955967365,28.548423986891507,16,2.0
87,0.0,0.565,0.435,1703.2705436274084,32.6621420363242,16,2.0
88,0.0,0.6,0.4,1621.3333266156162,30.01152182604012,16,2.0
89,0.0,0.585,0.415,1648.6922352689814,30.909666207761248,16,2.0
90,0.0,0.565,0.435,1690.71011911012,32.26639649729901,16,2.0
91,0.0,0.585,0.415,1647.260794417842,30.86561416668656,16,2.0
92,0.0,0.605,0.395,1608.5278044446547,29.592883520185612,16,2.0
93,0.0,0.575,0.425,1674.4054571420584,31.741723428951715,16,2.0
94,0.0,0.595,0.405,1646.4115896034648,30.835891670230186,16,2.0
95,0.0,0.575,0.425,1691.4074840094872,32.28541881413684,16,2.0
96,0.0,0.595,0.405,1648.5697434964438,30.907215965051567,16,2.0
97,0.0,0.61,0.39,1629.305967528373,30.27805384549867,16,2.0
98,0.0,0.57,0.43,1701.2144323460784,32.600087293040005,16,2.0
99,0.0,0.575,0.425,1700.6937418165621,32.583522043244,16,2.0
100,0.0,0.605,0.395,1638.8680870319768,30.59068066101129,16,2.0
0,0.0,0.94,0.06,987.2745241913435,5.711663557150653,18,0.0
1,0.0,0.89,0.11,1096.0040162319679,11.56694392690055,18,0.0
2,0.0,0.85,0.15,1195.6075464827798,16.031247566349926,18,0.0
3,0.0,0.805,0.195,1308.4451312685867,20.750267812828234,18,0.0
4,0.0,0.76,0.24,1412.9860167787847,24.853326126456913,18,0.0
5,0.0,0.71,0.29,1576.7873643445314,30.854617921585294,18,0.0
6,0.0,0.675,0.325,1651.5412899849887,33.43614809149825,18,0.0
7,0.0,0.635,0.365,1786.8887024593519,38.50176939382496,18,0.0
8,0.0,0.595,0.405,1864.5320605552122,42.519757496581306,18,0.0
9,0.0,0.565,0.435,1891.922757805059,44.40545038720964,18,0.0
10,0.0,0.53,0.47,1913.0744202630965,46.25336740423224,18,0.0
11,0.0,0.505,0.495,1935.3058351907694,49.155739023521136,18,0.0
12,0.0,0.48,0.52,1940.503620946557,50.336880639606385,18,0.0
13,0.0,0.44,0.56,1943.58552922071,53.30826355549273,18,0.0
14,0.0,0.415,0.585,1939.244897809754,55.05125093979951,18,0.0
15,0.0,0.405,0.595,1933.3477129975142,56.25800519557383,18,0.0
16,0.0,0.4,0.6,1931.642568680857,56.540973911412635,18,0.0
17,0.0,0.385,0.615,1925.4180960277802,57.46055213594996,18,0.0
18,0.0,0.37,0.63,1897.96830367594,60.29977841716823,18,0.0
19,0.0,0.35,0.65,1888.514582243949,61.05974809666691,18,0.0
20,0.0,0.325,0.675,1850.2499033844094,63.64563288862183,18,0.0
21,0.0,0.305,0.695,1836.9528380655672,64.41500686208177,18,0.0
22,0.0,0.295,0.705,1816.4519274041916,65.51495770543997,18,0.0
23,0.0,0.28,0.72,1801.578955777994,66.26545285982897,18,0.0
24,0.0,0.27,0.73,1786.8793267982587,66.96750811181995,18,0.0
25,0.0,0.26,0.74,1765.1525667821006,67.95795213975958,18,0.0
26,0.0,0.245,0.755,1748.4213153683793,68.68196010665716,18,0.0
27,0.0,0.23,0.77,1724.9446758251038,69.63825973071519,18,0.0
28,0.0,0.23,0.77,1724.9446758251038,69.63825973071519,18,0.0
29,0.0,0.205,0.795,1664.9262636543383,71.8895388038649,18,0.0
30,0.0,0.2,0.8,1658.8241886027545,72.10445359952337,18,0.0
31,0.0,0.195,0.805,1648.103113723464,72.48023030649466,18,0.0
32,0.0,0.185,0.815,1626.8945916052935,73.19857426829144,18,0.0
33,0.0,0.175,0.825,1606.8481244793106,73.86311079852356,18,0.0
34,0.0,0.165,0.835,1592.2373902569075,74.33219005837225,18,0.0
35,0.0,0.16,0.84,1587.0933821486556,74.49497718914039,18,0.0
36,0.0,0.155,0.845,1583.7257515494134,74.60077030846523,18,0.0
37,0.0,0.15,0.85,1580.3515918308995,74.70724301615182,18,0.0
38,0.0,0.145,0.855,1578.3012508250697,74.77133989876695,18,0.0
39,0.0,0.125,0.875,1540.3931836482402,75.93368922880043,18,0.0
40,0.0,0.12,0.88,1534.8339660786824,76.09848106296283,18,0.0
41,0.0,0.11,0.89,1509.8773573244678,76.83111937113262,18,0.0
42,0.0,0.105,0.895,1504.935897059368,76.9729057745263,18,0.0
43,0.0,0.105,0.895,1504.935897059368,76.9729057745263,18,0.0
44,0.0,0.095,0.905,1494.2403441837453,77.27992161877499,18,0.0
45,0.0,0.09,0.91,1484.9699091584173,77.54104804223662,18,0.0
46,0.0,0.085,0.915,1482.3600116184825,77.61499781306392,18,0.0
47,0.0,0.08,0.92,1472.211779353167,77.8976470506847,18,0.0
48,0.0,0.065,0.935,1440.8147683047355,78.75600611201229,18,0.0
49,0.0,0.06,0.94,1435.4143085219057,78.90249903284456,18,0.0
50,0.0,0.055,0.945,1431.055070519354,79.02031014043266,18,0.0
51,0.0,0.045,0.955,1407.6569098818277,79.63931686107952,18,0.0
52,0.0,0.045,0.955,1407.6569098818277,79.63931686107952,18,0.0
53,0.0,0.045,0.955,1407.6569098818277,79.63931686107952,18,0.0
54,0.0,0.035,0.965,1373.3402722424485,80.5273389922204,18,0.0
55,0.0,0.035,0.965,1373.3402722424485,80.5273389922204,18,0.0
56,0.0,0.035,0.965,1373.3402722424485,80.5273389922204,18,0.0
57,0.0,0.035,0.965,1373.3402722424485,80.5273389922204,18,0.0
58,0.0,0.03,0.97,1367.4078028271379,80.67893238106733,18,0.0
59,0.0,0.03,0.97,1367.4078028271379,80.67893238106733,18,0.0
60,0.0,0.03,0.97,1367.4078028271379,80.67893238106733,18,0.0
61,0.0,0.03,0.97,1367.4078028271379,80.67893238106733,18,0.0
62,0.0,0.03,0.97,1367.4078028271379,80.67893238106733,18,0.0
0,0.0,0.94,0.06,987.2745241913435,5.711663557150653,18,0.5
1,0.0,0.89,0.11,1096.0040162319679,11.56694392690055,18,0.5
2,0.0,0.85,0.15,1195.6075464827798,16.031247566349926,18,0.5
3,0.0,0.805,0.195,1308.4451312685867,20.750267812828234,18,0.5
4,0.0,0.76,0.24,1412.9860167787847,24.853326126456913,18,0.5
5,0.0,0.71,0.29,1576.7873643445314,30.854617921585294,18,0.5
6,0.0,0.675,0.325,1651.5412899849887,33.43614809149825,18,0.5
7,0.0,0.635,0.365,1786.8887024593519,38.50176939382496,18,0.5
8,0.0,0.595,0.405,1864.5320605552122,42.519757496581306,18,0.5
9,0.0,0.565,0.435,1891.922757805059,44.40545038720964,18,0.5
10,0.0,0.53,0.47,1913.0744202630965,46.25336740423224,18,0.5
11,0.0,0.505,0.495,1935.3058351907694,49.155739023521136,18,0.5
12,0.0,0.48,0.52,1940.503620946557,50.336880639606385,18,0.5
13,0.0,0.44,0.56,1943.58552922071,53.30826355549273,18,0.5
14,0.0,0.415,0.585,1939.244897809754,55.05125093979951,18,0.5
15,0.0,0.405,0.595,1933.3477129975142,56.25800519557383,18,0.5
16,0.0,0.4,0.6,1931.642568680857,56.540973911412635,18,0.5
17,0.0,0.385,0.615,1925.4180960277802,57.46055213594996,18,0.5
18,0.0,0.37,0.63,1897.96830367594,60.29977841716823,18,0.5
19,0.0,0.35,0.65,1888.514582243949,61.05974809666691,18,0.5
20,0.0,0.325,0.675,1850.2499033844094,63.64563288862183,18,0.5
21,0.0,0.305,0.695,1836.9528380655672,64.41500686208177,18,0.5
22,0.0,0.295,0.705,1816.4519274041916,65.51495770543997,18,0.5
23,0.0,0.28,0.72,1801.578955777994,66.26545285982897,18,0.5
24,0.0,0.27,0.73,1786.8793267982587,66.96750811181995,18,0.5
25,0.0,0.26,0.74,1765.1525667821006,67.95795213975958,18,0.5
26,0.0,0.245,0.755,1748.4213153683793,68.68196010665716,18,0.5
27,0.0,0.23,0.77,1724.9446758251038,69.63825973071519,18,0.5
28,0.0,0.23,0.77,1724.9446758251038,69.63825973071519,18,0.5
29,0.0,0.205,0.795,1664.9262636543383,71.8895388038649,18,0.5
30,0.0,0.2,0.8,1658.8241886027545,72.10445359952337,18,0.5
31,0.0,0.195,0.805,1648.103113723464,72.48023030649466,18,0.5
32,0.0,0.185,0.815,1626.8945916052935,73.19857426829144,18,0.5
33,0.0,0.175,0.825,1606.8481244793106,73.86311079852356,18,0.5
34,0.0,0.165,0.835,1592.2373902569075,74.33219005837225,18,0.5
35,0.0,0.16,0.84,1587.0933821486556,74.49497718914039,18,0.5
36,0.0,0.155,0.845,1583.7257515494134,74.60077030846523,18,0.5
37,0.0,0.15,0.85,1580.3515918308995,74.70724301615182,18,0.5
38,0.0,0.145,0.855,1578.3012508250697,74.77133989876695,18,0.5
39,0.0,0.125,0.875,1540.3931836482402,75.93368922880043,18,0.5
40,0.0,0.12,0.88,1534.8339660786824,76.09848106296283,18,0.5
41,0.0,0.11,0.89,1509.8773573244678,76.83111937113262,18,0.5
42,0.0,0.105,0.895,1504.935897059368,76.9729057745263,18,0.5
43,0.0,0.105,0.895,1504.935897059368,76.9729057745263,18,0.5
44,0.0,0.095,0.905,1494.2403441837453,77.27992161877499,18,0.5
45,0.0,0.09,0.91,1484.9699091584173,77.54104804223662,18,0.5
46,0.0,0.085,0.915,1482.3600116184825,77.61499781306392,18,0.5
47,0.0,0.08,0.92,1472.211779353167,77.8976470506847,18,0.5
48,0.0,0.065,0.935,1440.8147683047355,78.75600611201229,18,0.5
49,0.0,0.06,0.94,1435.4143085219057,78.90249903284456,18,0.5
50,0.0,0.055,0.945,1431.055070519354,79.02031014043266,18,0.5
51,0.0,0.045,0.955,1407.6569098818277,79.63931686107952,18,0.5
52,0.0,0.045,0.955,1407.6569098818277,79.63931686107952,18,0.5
53,0.0,0.045,0.955,1407.6569098818277,79.63931686107952,18,0.5
54,0.0,0.035,0.965,1373.3402722424485,80.5273389922204,18,0.5
55,0.0,0.035,0.965,1373.3402722424485,80.5273389922204,18,0.5
56,0.0,0.035,0.965,1373.3402722424485,80.5273389922204,18,0.5
57,0.0,0.035,0.965,1373.3402722424485,80.5273389922204,18,0.5
58,0.0,0.03,0.97,1367.4078028271379,80.67893238106733,18,0.5
59,0.0,0.03,0.97,1367.4078028271379,80.67893238106733,18,0.5
60,0.0,0.03,0.97,1367.4078028271379,80.67893238106733,18,0.5
61,0.0,0.03,0.97,1367.4078028271379,80.67893238106733,18,0.5
62,0.0,0.03,0.97,1367.4078028271379,80.67893238106733,18,0.5
0,0.0,0.94,0.06,987.2745241913435,5.711663557150653,18,1.0
1,0.0,0.89,0.11,1096.0040162319679,11.56694392690055,18,1.0
2,0.0,0.85,0.15,1195.6075464827798,16.031247566349926,18,1.0
3,0.0,0.805,0.195,1308.4451312685867,20.750267812828234,18,1.0
4,0.0,0.76,0.24,1412.9860167787847,24.853326126456913,18,1.0
5,0.0,0.71,0.29,1576.7873643445314,30.854617921585294,18,1.0
6,0.0,0.675,0.325,1651.5412899849887,33.43614809149825,18,1.0
7,0.0,0.675,0.325,1651.5412899849887,33.43614809149825,18,1.0
8,0.0,0.675,0.325,1651.5412899849887,33.43614809149825,18,1.0
9,0.0,0.675,0.325,1651.5412899849887,33.43614809149825,18,1.0
10,0.0,0.675,0.325,1651.5412899849887,33.43614809149825,18,1.0
0,0.0,0.94,0.06,987.2745241913435,5.711663557150653,18,1.5
1,0.0,0.89,0.11,1096.0040162319679,11.56694392690055,18,1.5
2,0.0,0.85,0.15,1195.6075464827798,16.031247566349926,18,1.5
3,0.0,0.805,0.195,1308.4451312685867,20.750267812828234,18,1.5
4,0.0,0.76,0.24,1412.9860167787847,24.853326126456913,18,1.5
5,0.0,0.71,0.29,1576.7873643445314,30.854617921585294,18,1.5
6,0.0,0.675,0.325,1651.5412899849887,33.43614809149825,18,1.5
7,0.0,0.685,0.315,1628.5716514293986,32.653460782951456,18,1.5
8,0.0,0.695,0.305,1582.8479797494754,31.073751833363573,18,1.5
9,0.0,0.655,0.345,1667.1860878607808,33.96672947640204,18,1.5
10,0.0,0.67,0.33,1636.1779226165545,32.915646352074816,18,1.5
11,0.0,0.685,0.315,1593.7369824911038,31.45443813651572,18,1.5
12,0.0,0.65,0.35,1643.6328789525073,33.17258288345306,18,1.5
13,0.0,0.655,0.345,1633.1934166228284,32.817323695808696,18,1.5
14,0.0,0.665,0.335,1625.5544195080581,32.55463641074331,18,1.5
15,0.0,0.68,0.32,1610.15413053904,32.02383882532812,18,1.5
16,0.0,0.71,0.29,1534.7590346623242,29.365872394278178,18,1.5
17,0.0,0.685,0.315,1571.029283900778,30.65402872124603,18,1.5
18,0.0,0.69,0.31,1564.9106685226288,30.43882906557911,18,1.5
19,0.0,0.65,0.35,1654.692452567337,33.54955770938717,18,1.5
20,0.0,0.67,0.33,1618.3792703128884,32.310622391777116,18,1.5
21,0.0,0.645,0.355,1668.7364933179224,34.02367149100593,18,1.5
22,0.0,0.665,0.335,1630.7209402669678,32.73221462320398,18,1.5
23,0.0,0.68,0.32,1615.9103396329308,32.22129938052316,18,1.5
24,0.0,0.695,0.305,1577.1191625581214,30.872887818870737,18,1.5
25,0.0,0.655,0.345,1668.3503321092583,34.00959020617755,18,1.5
26,0.0,0.67,0.33,1618.5560525717578,32.31174306361747,18,1.5
27,0.0,0.68,0.32,1593.4066602138837,31.438924198469593,18,1.5
28,0.0,0.69,0.31,1555.811845913302,30.117457128049544,18,1.5
29,0.0,0.65,0.35,1667.4723934302835,33.97985821442772,18,1.5
30,0.0,0.655,0.345,1663.846380498164,33.85794606271563,18,1.5
31,0.0,0.67,0.33,1628.7216653491953,32.659635600528574,18,1.5
32,0.0,0.69,0.31,1538.5188352636992,29.500831631819885,18,1.5
33,0.0,0.69,0.31,1538.5188352636992,29.500831631819885,18,1.5
34,0.0,0.65,0.35,1653.1521354810184,33.50009490544578,18,1.5
35,0.0,0.665,0.335,1618.85395258906,32.325902576539676,18,1.5
36,0.0,0.645,0.355,1648.4883383960162,33.339332291793696,18,1.5
37,0.0,0.65,0.35,1640.2401377635522,33.05814018796839,18,1.5
38,0.0,0.67,0.33,1572.6224890110325,30.7189733913321,18,1.5
39,0.0,0.685,0.315,1553.0987543294225,30.02719096400252,18,1.5
40,0.0,0.66,0.34,1608.7470855694196,31.978026931846102,18,1.5
41,0.0,0.67,0.33,1592.5641244954036,31.413864794107244,18,1.5
42,0.0,0.685,0.315,1570.7382195189462,30.650147598776453,18,1.5
43,0.0,0.7,0.3,1535.9773344625187,29.41361363307993,18,1.5
44,0.0,0.66,0.34,1591.4025484156523,31.371831279087857,18,1.5
45,0.0,0.64,0.36,1637.5614671569676,32.965040695503134,18,1.5
46,0.0,0.655,0.345,1599.3390538223084,31.64577573152653,18,1.5
47,0.0,0.67,0.33,1567.3874253428519,30.526635652954223,18,1.5
48,0.0,0.63,0.37,1642.7989153123328,33.14664443138197,18,1.5
49,0.0,0.655,0.345,1589.49534993237,31.310003466892162,18,1.5
50,0.0,0.67,0.33,1543.1286889636851,29.669501704385844,18,1.5
51,0.0,0.63,0.37,1625.8075989678605,32.565859532922396,18,1.5
52,0.0,0.645,0.355,1585.699910443296,31.177917867396225,18,1.5
53,0.0,0.615,0.385,1659.6485186014604,33.71883533113772,18,1.5
54,0.0,0.635,0.365,1622.3936929834208,32.44608384868205,18,1.5
55,0.0,0.66,0.34,1577.518929532975,30.88981817077191,18,1.5
56,0.0,0.69,0.31,1512.158622545945,28.558773148844423,18,1.5
57,0.0,0.655,0.345,1625.6496001016653,32.55676211338589,18,1.5
58,0.0,0.64,0.36,1673.5922955567814,34.18333664866112,18,1.5
59,0.0,0.66,0.34,1614.7767366024332,32.1879202783925,18,1.5
60,0.0,0.675,0.325,1554.353499308569,30.07116842794177,18,1.5
61,0.0,0.64,0.36,1667.677659536278,33.996284345252334,18,1.5
62,0.0,0.66,0.34,1649.2371177809182,33.37262016186462,18,1.5
63,0.0,0.675,0.325,1634.2993614412248,32.862730752873574,18,1.5
64,0.0,0.685,0.315,1603.2878502119438,31.798655900279165,18,1.5
65,0.0,0.69,0.31,1584.153346704287,31.13438402920883,18,1.5
66,0.0,0.655,0.345,1653.3287760930125,33.515556569282694,18,1.5
67,0.0,0.675,0.325,1564.3842309465936,30.435558218565223,18,1.5
68,0.0,0.645,0.355,1663.4133811317492,33.858114996657996,18,1.5
69,0.0,0.65,0.35,1618.5616294817805,32.335011592911734,18,1.5
70,0.0,0.67,0.33,1583.2284519898485,31.110110218640823,18,1.5
71,0.0,0.685,0.315,1560.395728828156,30.30368471799617,18,1.5
72,0.0,0.65,0.35,1628.7372569080733,32.680954099094585,18,1.5
73,0.0,0.67,0.33,1582.8767499292053,31.090775047513684,18,1.5
74,0.0,0.675,0.325,1577.489520950765,30.90195325657939,18,1.5
75,0.0,0.69,0.31,1531.8217509052859,29.274007688267098,18,1.5
76,0.0,0.695,0.305,1514.8857953138981,28.66194734141955,18,1.5
77,0.0,0.655,0.345,1657.7531691173072,33.65606177779817,18,1.5
78,0.0,0.67,0.33,1582.8721922376476,31.072764926558982,18,1.5
79,0.0,0.64,0.36,1652.1858113186015,33.46668760060304,18,1.5
80,0.0,0.645,0.355,1644.8436952827888,33.216317946367546,18,1.5
81,0.0,0.66,0.34,1595.1347670791267,31.506206406139572,18,1.5
82,0.0,0.625,0.375,1668.6356531621163,34.02408868191476,18,1.5
83,0.0,0.65,0.35,1577.0949932668213,30.870934010302435,18,1.5
84,0.0,0.66,0.34,1552.2993265875527,29.992260049349305,18,1.5
85,0.0,0.635,0.365,1597.1742954516453,31.57251900429081,18,1.5
86,0.0,0.65,0.35,1562.8102735104037,30.36654505412531,18,1.5
87,0.0,0.665,0.335,1533.919512850933,29.33592512123202,18,1.5
88,0.0,0.635,0.365,1587.0229195392903,31.218283381533155,18,1.5
89,0.0,0.615,0.385,1603.7787048280347,31.80348026835614,18,1.5
90,0.0,0.64,0.36,1558.9428811500031,30.229984751361354,18,1.5
91,0.0,0.605,0.395,1613.2812369938854,32.130634492319615,18,1.5
92,0.0,0.62,0.38,1585.0233204976453,31.14716106827825,18,1.5
93,0.0,0.59,0.41,1649.4379097430385,33.36996899453492,18,1.5
94,0.0,0.615,0.385,1599.3020903741935,31.650151523538604,18,1.5
95,0.0,0.625,0.375,1583.1349637371825,31.08533116487024,18,1.5
96,0.0,0.595,0.405,1648.7921594345164,33.34941542391809,18,1.5
97,0.0,0.625,0.375,1585.6672992811637,31.17507620847698,18,1.5
98,0.0,0.64,0.36,1559.225713312695,30.244951236148125,18,1.5
99,0.0,0.625,0.375,1602.7107252195026,31.768972900040225,18,1.5
100,0.0,0.6,0.4,1667.73655407102,33.99782038066416,18,1.5
0,0.0,0.94,0.06,987.2745241913435,5.711663557150653,18,2.0
1,0.0,0.89,0.11,1096.0040162319679,11.56694392690055,18,2.0
