t,share_N,share_E,share_F,W,C_ext,run_id,fee_multiple
2,0.0,0.85,0.15,1195.6075464827798,16.031247566349926,18,2.0
3,0.0,0.805,0.195,1308.4451312685867,20.750267812828234,18,2.0
4,0.0,0.76,0.24,1412.9860167787847,24.853326126456913,18,2.0
5,0.0,0.71,0.29,1576.7873643445314,30.854617921585294,18,2.0
6,0.0,0.675,0.325,1651.5412899849887,33.43614809149825,18,2.0
7,0.0,0.685,0.315,1628.5716514293986,32.653460782951456,18,2.0
8,0.0,0.695,0.305,1582.8479797494754,31.073751833363573,18,2.0
9,0.0,0.655,0.345,1667.1860878607808,33.96672947640204,18,2.0
10,0.0,0.67,0.33,1636.1779226165545,32.915646352074816,18,2.0
11,0.0,0.685,0.315,1593.7369824911038,31.45443813651572,18,2.0
12,0.0,0.65,0.35,1643.6328789525073,33.17258288345306,18,2.0
13,0.0,0.655,0.345,1633.1934166228284,32.817323695808696,18,2.0
14,0.0,0.665,0.335,1625.5544195080581,32.55463641074331,18,2.0
15,0.0,0.68,0.32,1610.15413053904,32.02383882532812,18,2.0
16,0.0,0.71,0.29,1534.7590346623242,29.365872394278178,18,2.0
17,0.0,0.685,0.315,1571.029283900778,30.65402872124603,18,2.0
18,0.0,0.69,0.31,1564.9106685226288,30.43882906557911,18,2.0
19,0.0,0.65,0.35,1654.692452567337,33.54955770938717,18,2.0
20,0.0,0.67,0.33,1618.3792703128884,32.310622391777116,18,2.0
21,0.0,0.645,0.355,1668.7364933179224,34.02367149100593,18,2.0
22,0.0,0.665,0.335,1630.7209402669678,32.73221462320398,18,2.0
23,0.0,0.68,0.32,1615.9103396329308,32.22129938052316,18,2.0
24,0.0,0.695,0.305,1577.1191625581214,30.872887818870737,18,2.0
25,0.0,0.655,0.345,1668.3503321092583,34.00959020617755,18,2.0
26,0.0,0.67,0.33,1618.5560525717578,32.31174306361747,18,2.0
27,0.0,0.68,0.32,1593.4066602138837,31.438924198469593,18,2.0
28,0.0,0.69,0.31,1555.811845913302,30.117457128049544,18,2.0
29,0.0,0.65,0.35,1667.4723934302835,33.97985821442772,18,2.0
30,0.0,0.655,0.345,1663.846380498164,33.85794606271563,18,2.0
31,0.0,0.67,0.33,1628.7216653491953,32.659635600528574,18,2.0
32,0.0,0.69,0.31,1538.5188352636992,29.500831631819885,18,2.0
33,0.0,0.69,0.31,1538.5188352636992,29.500831631819885,18,2.0
34,0.0,0.65,0.35,1653.1521354810184,33.50009490544578,18,2.0
35,0.0,0.665,0.335,1618.85395258906,32.325902576539676,18,2.0
36,0.0,0.645,0.355,1648.4883383960162,33.339332291793696,18,2.0
37,0.0,0.65,0.35,1640.2401377635522,33.05814018796839,18,2.0
38,0.0,0.67,0.33,1572.6224890110325,30.7189733913321,18,2.0
39,0.0,0.685,0.315,1553.0987543294225,30.02719096400252,18,2.0
40,0.0,0.66,0.34,1608.7470855694196,31.978026931846102,18,2.0
41,0.0,0.67,0.33,1592.5641244954036,31.413864794107244,18,2.0
42,0.0,0.685,0.315,1570.7382195189462,30.650147598776453,18,2.0
43,0.0,0.7,0.3,1535.9773344625187,29.41361363307993,18,2.0
44,0.0,0.66,0.34,1591.4025484156523,31.371831279087857,18,2.0
45,0.0,0.64,0.36,1637.5614671569676,32.965040695503134,18,2.0
46,0.0,0.655,0.345,1599.3390538223084,31.64577573152653,18,2.0
47,0.0,0.67,0.33,1567.3874253428519,30.526635652954223,18,2.0
48,0.0,0.63,0.37,1642.7989153123328,33.14664443138197,18,2.0
49,0.0,0.655,0.345,1589.49534993237,31.310003466892162,18,2.0
50,0.0,0.67,0.33,1543.1286889636851,29.669501704385844,18,2.0
51,0.0,0.63,0.37,1625.8075989678605,32.565859532922396,18,2.0
52,0.0,0.645,0.355,1585.699910443296,31.177917867396225,18,2.0
53,0.0,0.615,0.385,1659.6485186014604,33.71883533113772,18,2.0
54,0.0,0.635,0.365,1622.3936929834208,32.44608384868205,18,2.0
55,0.0,0.66,0.34,1577.518929532975,30.88981817077191,18,2.0
56,0.0,0.69,0.31,1512.158622545945,28.558773148844423,18,2.0
57,0.0,0.655,0.345,1625.6496001016653,32.55676211338589,18,2.0
58,0.0,0.64,0.36,1673.5922955567814,34.18333664866112,18,2.0
59,0.0,0.66,0.34,1614.7767366024332,32.1879202783925,18,2.0
60,0.0,0.675,0.325,1554.353499308569,30.07116842794177,18,2.0
61,0.0,0.64,0.36,1667.677659536278,33.996284345252334,18,2.0
62,0.0,0.66,0.34,1649.2371177809182,33.37262016186462,18,2.0
63,0.0,0.675,0.325,1634.2993614412248,32.862730752873574,18,2.0
64,0.0,0.685,0.315,1603.2878502119438,31.798655900279165,18,2.0
65,0.0,0.69,0.31,1584.153346704287,31.13438402920883,18,2.0
66,0.0,0.655,0.345,1653.3287760930125,33.515556569282694,18,2.0
67,0.0,0.675,0.325,1564.3842309465936,30.435558218565223,18,2.0
68,0.0,0.645,0.355,1663.4133811317492,33.858114996657996,18,2.0
69,0.0,0.65,0.35,1618.5616294817805,32.335011592911734,18,2.0
70,0.0,0.67,0.33,1583.2284519898485,31.110110218640823,18,2.0
71,0.0,0.685,0.315,1560.395728828156,30.30368471799617,18,2.0
72,0.0,0.65,0.35,1628.7372569080733,32.680954099094585,18,2.0
73,0.0,0.67,0.33,1582.8767499292053,31.090775047513684,18,2.0
74,0.0,0.675,0.325,1577.489520950765,30.90195325657939,18,2.0
75,0.0,0.69,0.31,1531.8217509052859,29.274007688267098,18,2.0
76,0.0,0.695,0.305,1514.8857953138981,28.66194734141955,18,2.0
77,0.0,0.655,0.345,1657.7531691173072,33.65606177779817,18,2.0
78,0.0,0.67,0.33,1582.8721922376476,31.072764926558982,18,2.0
79,0.0,0.64,0.36,1652.1858113186015,33.46668760060304,18,2.0
80,0.0,0.645,0.355,1644.8436952827888,33.216317946367546,18,2.0
81,0.0,0.66,0.34,1595.1347670791267,31.506206406139572,18,2.0
82,0.0,0.625,0.375,1668.6356531621163,34.02408868191476,18,2.0
83,0.0,0.65,0.35,1577.0949932668213,30.870934010302435,18,2.0
84,0.0,0.66,0.34,1552.2993265875527,29.992260049349305,18,2.0
85,0.0,0.635,0.365,1597.1742954516453,31.57251900429081,18,2.0
86,0.0,0.65,0.35,1562.8102735104037,30.36654505412531,18,2.0
87,0.0,0.665,0.335,1533.919512850933,29.33592512123202,18,2.0
88,0.0,0.635,0.365,1587.0229195392903,31.218283381533155,18,2.0
89,0.0,0.615,0.385,1603.7787048280347,31.80348026835614,18,2.0
90,0.0,0.64,0.36,1558.9428811500031,30.229984751361354,18,2.0
91,0.0,0.605,0.395,1613.2812369938854,32.130634492319615,18,2.0
92,0.0,0.62,0.38,1585.0233204976453,31.14716106827825,18,2.0
93,0.0,0.59,0.41,1649.4379097430385,33.36996899453492,18,2.0
94,0.0,0.615,0.385,1599.3020903741935,31.650151523538604,18,2.0
95,0.0,0.625,0.375,1583.1349637371825,31.08533116487024,18,2.0
96,0.0,0.595,0.405,1648.7921594345164,33.34941542391809,18,2.0
97,0.0,0.625,0.375,1585.6672992811637,31.17507620847698,18,2.0
98,0.0,0.64,0.36,1559.225713312695,30.244951236148125,18,2.0
99,0.0,0.625,0.375,1602.7107252195026,31.768972900040225,18,2.0
100,0.0,0.6,0.4,1667.73655407102,33.99782038066416,18,2.0
0,0.0,1.0,0.0,1143.7331493974277,0.0,17,0.0
1,0.0,0.95,0.05,1064.9204638035362,5.308811661723689,17,0.0
2,0.0,0.9,0.1,1151.9404971007639,10.085675174878043,17,0.0
3,0.0,0.855,0.145,1268.3660109761431,15.225269889507672,17,0.0
4,0.0,0.81,0.19,1361.6879154284056,19.050046392925324,17,0.0
5,0.0,0.775,0.225,1443.4002851654895,22.24224630796064,17,0.0
6,0.0,0.745,0.255,1544.4436254114894,26.00220063575674,17,0.0
7,0.0,0.71,0.29,1620.9849817374538,28.718925197432853,17,0.0
8,0.0,0.675,0.325,1690.7947098558432,31.312793490959976,17,0.0
9,0.0,0.645,0.355,1717.3298309214613,32.42549561420544,17,0.0
10,0.0,0.625,0.375,1740.859899936469,33.49524371484976,17,0.0
11,0.0,0.58,0.42,1814.2574512479052,37.63138699426044,17,0.0
12,0.0,0.555,0.445,1829.8314946414337,38.804904108871256,17,0.0
13,0.0,0.535,0.465,1845.0451555856214,40.164944138870325,17,0.0
14,0.0,0.505,0.495,1871.4091400325226,43.7687192050991,17,0.0
15,0.0,0.485,0.515,1873.6775818980454,44.352356769830386,17,0.0
16,0.0,0.455,0.545,1877.4848717698687,46.851194690437254,17,0.0
17,0.0,0.435,0.565,1872.3221820536578,49.11183180717565,17,0.0
18,0.0,0.415,0.585,1850.7514932366093,52.41395697737743,17,0.0
19,0.0,0.405,0.595,1847.2084018028372,52.795921335636024,17,0.0
20,0.0,0.38,0.62,1831.2336214464442,54.280130816042586,17,0.0
21,0.0,0.365,0.635,1819.170592385512,55.23468871114349,17,0.0
22,0.0,0.365,0.635,1819.170592385512,55.23468871114349,17,0.0
23,0.0,0.35,0.65,1807.2014365007294,56.082780741957414,17,0.0
24,0.0,0.34,0.66,1804.3685888009982,56.27321861007259,17,0.0
25,0.0,0.315,0.685,1791.6074825876326,57.09823325851102,17,0.0
26,0.0,0.3,0.7,1767.5028676311058,58.508173021437806,17,0.0
27,0.0,0.295,0.705,1763.295078165142,58.736455217240554,17,0.0
28,0.0,0.28,0.72,1734.8590681055903,60.18496302086383,17,0.0
29,0.0,0.275,0.725,1727.9281836068712,60.51499065941174,17,0.0
30,0.0,0.265,0.735,1719.07552367445,60.92768571320646,17,0.0
31,0.0,0.25,0.75,1706.7505851367252,61.484508985824235,17,0.0
32,0.0,0.245,0.755,1698.5435721236279,61.84900159962413,17,0.0
33,0.0,0.24,0.76,1690.2490829231936,62.20928100159696,17,0.0
34,0.0,0.225,0.775,1656.4486942875014,63.586895787272475,17,0.0
35,0.0,0.21,0.79,1632.8755320533176,64.49247005194175,17,0.0
36,0.0,0.2,0.8,1622.9635620599106,64.86007550844693,17,0.0
37,0.0,0.185,0.815,1581.6613091992833,66.32400411089637,17,0.0
38,0.0,0.185,0.815,1581.6613091992833,66.32400411089637,17,0.0
39,0.0,0.17,0.83,1564.8229785862718,66.89419407676303,17,0.0
40,0.0,0.16,0.84,1532.8381592717776,67.93229290541667,17,0.0
41,0.0,0.15,0.85,1520.3352235344062,68.3290373796564,17,0.0
42,0.0,0.14,0.86,1506.0574346370333,68.77498867265089,17,0.0
43,0.0,0.135,0.865,1497.0010266897125,69.05207737082422,17,0.0
44,0.0,0.135,0.865,1497.0010266897125,69.05207737082422,17,0.0
45,0.0,0.125,0.875,1462.649503253979,70.08193566929407,17,0.0
46,0.0,0.125,0.875,1462.649503253979,70.08193566929407,17,0.0
47,0.0,0.12,0.88,1440.153455568274,70.73524333065575,17,0.0
48,0.0,0.115,0.885,1436.7465876224474,70.83286667311225,17,0.0
49,0.0,0.11,0.89,1428.7881500030371,71.05760333146611,17,0.0
50,0.0,0.105,0.895,1427.6455257811317,71.09007139268402,17,0.0
51,0.0,0.09,0.91,1413.421328738277,71.48807426960192,17,0.0
52,0.0,0.09,0.91,1413.421328738277,71.48807426960192,17,0.0
53,0.0,0.075,0.925,1304.7402972323307,74.36923620473264,17,0.0
54,0.0,0.075,0.925,1304.7402972323307,74.36923620473264,17,0.0
55,0.0,0.065,0.935,1290.1844621880282,74.73342122541897,17,0.0
56,0.0,0.06,0.94,1282.544519877466,74.9226871493801,17,0.0
57,0.0,0.05,0.95,1263.4375648292907,75.3937346618599,17,0.0
58,0.0,0.045,0.955,1246.857399353832,75.79954639434871,17,0.0
59,0.0,0.04,0.96,1240.6157246429311,75.94936855545944,17,0.0
60,0.0,0.04,0.96,1240.6157246429311,75.94936855545944,17,0.0
61,0.0,0.035,0.965,1226.2528888768652,76.29268892778117,17,0.0
62,0.0,0.035,0.965,1226.2528888768652,76.29268892778117,17,0.0
63,0.0,0.03,0.97,1196.8969432041517,76.98947918145461,17,0.0
64,0.0,0.03,0.97,1196.8969432041517,76.98947918145461,17,0.0
65,0.0,0.03,0.97,1196.8969432041517,76.98947918145461,17,0.0
66,0.0,0.025,0.975,1185.2486918636919,77.26028719775765,17,0.0
67,0.0,0.025,0.975,1185.2486918636919,77.26028719775765,17,0.0
68,0.0,0.025,0.975,1185.2486918636919,77.26028719775765,17,0.0
69,0.0,0.025,0.975,1185.2486918636919,77.26028719775765,17,0.0
70,0.0,0.025,0.975,1185.2486918636919,77.26028719775765,17,0.0
0,0.0,1.0,0.0,1143.7331493974277,0.0,17,0.5
1,0.0,0.95,0.05,1064.9204638035362,5.308811661723689,17,0.5
2,0.0,0.9,0.1,1151.9404971007639,10.085675174878043,17,0.5
3,0.0,0.855,0.145,1268.3660109761431,15.225269889507672,17,0.5
4,0.0,0.81,0.19,1361.6879154284056,19.050046392925324,17,0.5
5,0.0,0.775,0.225,1443.4002851654895,22.24224630796064,17,0.5
6,0.0,0.745,0.255,1544.4436254114894,26.00220063575674,17,0.5
7,0.0,0.71,0.29,1620.9849817374538,28.718925197432853,17,0.5
8,0.0,0.675,0.325,1690.7947098558432,31.312793490959976,17,0.5
9,0.0,0.645,0.355,1717.3298309214613,32.42549561420544,17,0.5
10,0.0,0.625,0.375,1740.859899936469,33.49524371484976,17,0.5
11,0.0,0.58,0.42,1814.2574512479052,37.63138699426044,17,0.5
12,0.0,0.555,0.445,1829.8314946414337,38.804904108871256,17,0.5
13,0.0,0.535,0.465,1845.0451555856214,40.164944138870325,17,0.5
14,0.0,0.505,0.495,1871.4091400325226,43.7687192050991,17,0.5
15,0.0,0.485,0.515,1873.6775818980454,44.352356769830386,17,0.5
16,0.0,0.455,0.545,1877.4848717698687,46.851194690437254,17,0.5
17,0.0,0.435,0.565,1872.3221820536578,49.11183180717565,17,0.5
18,0.0,0.415,0.585,1850.7514932366093,52.41395697737743,17,0.5
19,0.0,0.405,0.595,1847.2084018028372,52.795921335636024,17,0.5
20,0.0,0.38,0.62,1831.2336214464442,54.280130816042586,17,0.5
21,0.0,0.365,0.635,1819.170592385512,55.23468871114349,17,0.5
22,0.0,0.365,0.635,1819.170592385512,55.23468871114349,17,0.5
23,0.0,0.35,0.65,1807.2014365007294,56.082780741957414,17,0.5
24,0.0,0.34,0.66,1804.3685888009982,56.27321861007259,17,0.5
25,0.0,0.315,0.685,1791.6074825876326,57.09823325851102,17,0.5
26,0.0,0.3,0.7,1767.5028676311058,58.508173021437806,17,0.5
27,0.0,0.295,0.705,1763.295078165142,58.736455217240554,17,0.5
28,0.0,0.28,0.72,1734.8590681055903,60.18496302086383,17,0.5
29,0.0,0.275,0.725,1727.9281836068712,60.51499065941174,17,0.5
30,0.0,0.265,0.735,1719.07552367445,60.92768571320646,17,0.5
31,0.0,0.25,0.75,1706.7505851367252,61.484508985824235,17,0.5
32,0.0,0.245,0.755,1698.5435721236279,61.84900159962413,17,0.5
33,0.0,0.24,0.76,1690.2490829231936,62.20928100159696,17,0.5
34,0.0,0.225,0.775,1656.4486942875014,63.586895787272475,17,0.5
35,0.0,0.21,0.79,1632.8755320533176,64.49247005194175,17,0.5
36,0.0,0.2,0.8,1622.9635620599106,64.86007550844693,17,0.5
37,0.0,0.185,0.815,1581.6613091992833,66.32400411089637,17,0.5
38,0.0,0.185,0.815,1581.6613091992833,66.32400411089637,17,0.5
39,0.0,0.17,0.83,1564.8229785862718,66.89419407676303,17,0.5
40,0.0,0.16,0.84,1532.8381592717776,67.93229290541667,17,0.5
41,0.0,0.15,0.85,1520.3352235344062,68.3290373796564,17,0.5
42,0.0,0.14,0.86,1506.0574346370333,68.77498867265089,17,0.5
43,0.0,0.135,0.865,1497.0010266897125,69.05207737082422,17,0.5
44,0.0,0.135,0.865,1497.0010266897125,69.05207737082422,17,0.5
45,0.0,0.125,0.875,1462.649503253979,70.08193566929407,17,0.5
46,0.0,0.125,0.875,1462.649503253979,70.08193566929407,17,0.5
47,0.0,0.12,0.88,1440.153455568274,70.73524333065575,17,0.5
48,0.0,0.115,0.885,1436.7465876224474,70.83286667311225,17,0.5
49,0.0,0.11,0.89,1428.7881500030371,71.05760333146611,17,0.5
50,0.0,0.105,0.895,1427.6455257811317,71.09007139268402,17,0.5
51,0.0,0.09,0.91,1413.421328738277,71.48807426960192,17,0.5
52,0.0,0.09,0.91,1413.421328738277,71.48807426960192,17,0.5
53,0.0,0.075,0.925,1304.7402972323307,74.36923620473264,17,0.5
54,0.0,0.075,0.925,1304.7402972323307,74.36923620473264,17,0.5
55,0.0,0.065,0.935,1290.1844621880282,74.73342122541897,17,0.5
56,0.0,0.06,0.94,1282.544519877466,74.9226871493801,17,0.5
57,0.0,0.05,0.95,1263.4375648292907,75.3937346618599,17,0.5
58,0.0,0.045,0.955,1246.857399353832,75.79954639434871,17,0.5
59,0.0,0.04,0.96,1240.6157246429311,75.94936855545944,17,0.5
60,0.0,0.04,0.96,1240.6157246429311,75.94936855545944,17,0.5
61,0.0,0.035,0.965,1226.2528888768652,76.29268892778117,17,0.5
62,0.0,0.035,0.965,1226.2528888768652,76.29268892778117,17,0.5
63,0.0,0.03,0.97,1196.8969432041517,76.98947918145461,17,0.5
64,0.0,0.03,0.97,1196.8969432041517,76.98947918145461,17,0.5
65,0.0,0.03,0.97,1196.8969432041517,76.98947918145461,17,0.5
66,0.0,0.025,0.975,1185.2486918636919,77.26028719775765,17,0.5
67,0.0,0.025,0.975,1185.2486918636919,77.26028719775765,17,0.5
68,0.0,0.025,0.975,1185.2486918636919,77.26028719775765,17,0.5
69,0.0,0.025,0.975,1185.2486918636919,77.26028719775765,17,0.5
70,0.0,0.025,0.975,1185.2486918636919,77.26028719775765,17,0.5
0,0.0,1.0,0.0,1143.7331493974277,0.0,17,1.0
1,0.0,0.95,0.05,1064.9204638035362,5.308811661723689,17,1.0
2,0.0,0.9,0.1,1151.9404971007639,10.085675174878043,17,1.0
3,0.0,0.855,0.145,1268.3660109761431,15.225269889507672,17,1.0
4,0.0,0.81,0.19,1361.6879154284056,19.050046392925324,17,1.0
5,0.0,0.775,0.225,1443.4002851654895,22.24224630796064,17,1.0
6,0.0,0.745,0.255,1544.4436254114894,26.00220063575674,17,1.0
7,0.0,0.71,0.29,1620.9849817374538,28.718925197432853,17,1.0
8,0.0,0.71,0.29,1620.9849817374538,28.718925197432853,17,1.0
9,0.0,0.71,0.29,1620.9849817374538,28.718925197432853,17,1.0
10,0.0,0.71,0.29,1620.9849817374538,28.718925197432853,17,1.0
11,0.0,0.71,0.29,1620.9849817374538,28.718925197432853,17,1.0
0,0.0,1.0,0.0,1143.7331493974277,0.0,17,1.5
1,0.0,0.95,0.05,1064.9204638035362,5.308811661723689,17,1.5
2,0.0,0.9,0.1,1151.9404971007639,10.085675174878043,17,1.5
3,0.0,0.855,0.145,1268.3660109761431,15.225269889507672,17,1.5
4,0.0,0.81,0.19,1361.6879154284056,19.050046392925324,17,1.5
5,0.0,0.775,0.225,1443.4002851654895,22.24224630796064,17,1.5
6,0.0,0.745,0.255,1544.4436254114894,26.00220063575674,17,1.5
7,0.0,0.71,0.29,1620.9849817374538,28.718925197432853,17,1.5
8,0.0,0.725,0.275,1572.719685265902,27.015394621050937,17,1.5
9,0.0,0.695,0.305,1604.8935604664916,28.15610267065638,17,1.5
10,0.0,0.725,0.275,1545.207695136108,26.030373932622265,17,1.5
11,0.0,0.725,0.275,1545.207695136108,26.030373932622265,17,1.5
12,0.0,0.685,0.315,1600.1388018590278,27.99523113029632,17,1.5
13,0.0,0.705,0.295,1559.2671033768609,26.540083582980593,17,1.5
14,0.0,0.72,0.28,1540.5995776483385,25.86562173382691,17,1.5
15,0.0,0.695,0.305,1578.1265857646226,27.214316840006614,17,1.5
16,0.0,0.705,0.295,1555.5281307557445,26.40747302659051,17,1.5
17,0.0,0.72,0.28,1534.868449737531,25.6603068981046,17,1.5
18,0.0,0.74,0.26,1466.4410923255152,23.129339924417632,17,1.5
19,0.0,0.7,0.3,1565.650618487331,26.766211299917405,17,1.5
20,0.0,0.72,0.28,1517.0800247403342,25.010168703675085,17,1.5
21,0.0,0.68,0.32,1587.0234176722004,27.538250014609545,17,1.5
22,0.0,0.705,0.295,1534.1996380303817,25.63511595052651,17,1.5
23,0.0,0.675,0.325,1590.4894603390628,27.65587994281575,17,1.5
24,0.0,0.655,0.345,1627.7367513731735,28.964814996857243,17,1.5
25,0.0,0.665,0.335,1614.6836687244897,28.51063769478188,17,1.5
26,0.0,0.695,0.305,1540.8108190778614,25.879141300942784,17,1.5
27,0.0,0.7,0.3,1528.956840977431,25.44715099912997,17,1.5
28,0.0,0.705,0.295,1515.2639650787132,24.946486573176728,17,1.5
29,0.0,0.665,0.335,1616.5933068647528,28.57572775261036,17,1.5
30,0.0,0.695,0.305,1589.865160738913,27.634339963489204,17,1.5
31,0.0,0.71,0.29,1549.4077308430656,26.186225447718723,17,1.5
32,0.0,0.675,0.325,1598.0858335283483,27.92191194191575,17,1.5
33,0.0,0.69,0.31,1579.7325573838148,27.270137087253374,17,1.5
34,0.0,0.705,0.295,1556.3912786893818,26.435004789519038,17,1.5
35,0.0,0.725,0.275,1540.1023815788812,25.84644877602975,17,1.5
36,0.0,0.7,0.3,1572.7715887851386,27.024204464246857,17,1.5
37,0.0,0.715,0.285,1548.0813652840568,26.135848858676706,17,1.5
38,0.0,0.725,0.275,1503.0009313080077,24.482034335088844,17,1.5
39,0.0,0.735,0.265,1483.5115982843881,23.760050896526472,17,1.5
40,0.0,0.7,0.3,1572.5578085842853,27.02317900285856,17,1.5
41,0.0,0.715,0.285,1534.6934598266835,25.66192493942308,17,1.5
42,0.0,0.68,0.32,1613.561169319879,28.47367941687979,17,1.5
43,0.0,0.685,0.315,1603.7406719119697,28.12842272536576,17,1.5
44,0.0,0.705,0.295,1550.1964819462246,26.223681953586727,17,1.5
45,0.0,0.715,0.285,1538.2728958647547,25.790375651094276,17,1.5
46,0.0,0.73,0.27,1513.0170915934375,24.865837784263988,17,1.5
47,0.0,0.735,0.265,1499.3982185916493,24.361050647349725,17,1.5
48,0.0,0.695,0.305,1577.1689058176369,27.185676258112537,17,1.5
49,0.0,0.71,0.29,1518.603679065794,25.070374121091824,17,1.5
50,0.0,0.685,0.315,1566.6363289341066,26.80845554882969,17,1.5
51,0.0,0.65,0.35,1615.659067131198,28.54515500409291,17,1.5
52,0.0,0.66,0.34,1608.7364292513012,28.30365803673581,17,1.5
53,0.0,0.665,0.335,1605.065035760888,28.17504413347136,17,1.5
54,0.0,0.69,0.31,1571.5530300254163,26.987611781233156,17,1.5
55,0.0,0.69,0.31,1571.5530300254163,26.987611781233156,17,1.5
56,0.0,0.705,0.295,1560.850344841183,26.60445292394521,17,1.5
57,0.0,0.715,0.285,1547.0671877058383,26.109428996676016,17,1.5
58,0.0,0.735,0.265,1502.1495198045072,24.468075021562882,17,1.5
59,0.0,0.695,0.305,1581.6832907425564,27.35125625252102,17,1.5
60,0.0,0.705,0.295,1570.0396673489872,26.93576760252523,17,1.5
61,0.0,0.71,0.29,1554.0406790857326,26.36003600882193,17,1.5
62,0.0,0.72,0.28,1511.1261447308418,24.80192752465682,17,1.5
63,0.0,0.68,0.32,1618.582909086411,28.647541853332005,17,1.5
64,0.0,0.69,0.31,1566.6735089069437,26.812354005668432,17,1.5
65,0.0,0.7,0.3,1545.3219799300623,26.04059626239609,17,1.5
66,0.0,0.665,0.335,1613.0604625188105,28.451734279147814,17,1.5
67,0.0,0.68,0.32,1571.2269187717854,26.97709849772414,17,1.5
68,0.0,0.7,0.3,1535.6617252684596,25.693800512059703,17,1.5
69,0.0,0.67,0.33,1627.6929670855645,28.964817307149943,17,1.5
70,0.0,0.69,0.31,1568.1604198398904,26.86564898879083,17,1.5
71,0.0,0.7,0.3,1554.06394365689,26.36023500238914,17,1.5
72,0.0,0.67,0.33,1614.9921131098797,28.520929694251066,17,1.5
73,0.0,0.695,0.305,1524.9353942121288,25.301882316146436,17,1.5
74,0.0,0.655,0.345,1611.8753857684148,28.415690394396965,17,1.5
75,0.0,0.655,0.345,1611.8753857684148,28.415690394396965,17,1.5
76,0.0,0.68,0.32,1532.5076979959074,25.574622420448385,17,1.5
77,0.0,0.695,0.305,1505.3271433078644,24.578349567741157,17,1.5
78,0.0,0.665,0.335,1563.2515693679825,26.685131026319922,17,1.5
79,0.0,0.685,0.315,1545.1698275325232,26.032363576708946,17,1.5
80,0.0,0.65,0.35,1615.158715575897,28.522220733163195,17,1.5
81,0.0,0.68,0.32,1547.614745277487,26.12673359477619,17,1.5
82,0.0,0.685,0.315,1521.258225743915,25.163582207369323,17,1.5
83,0.0,0.655,0.345,1587.8344571421305,27.560712153654173,17,1.5
84,0.0,0.67,0.33,1572.009995052581,26.996948857273814,17,1.5
85,0.0,0.695,0.305,1518.1629099143818,25.04764841071586,17,1.5
86,0.0,0.66,0.34,1618.7789182608547,28.64512604051849,17,1.5
87,0.0,0.675,0.325,1565.9973096628103,26.784430106064285,17,1.5
88,0.0,0.695,0.305,1496.3046879309998,24.240670492700488,17,1.5
89,0.0,0.66,0.34,1599.661663532131,27.9724573277946,17,1.5
90,0.0,0.67,0.33,1560.3268265440977,26.575519019579865,17,1.5
91,0.0,0.685,0.315,1551.3291196837715,26.251805157482718,17,1.5
92,0.0,0.695,0.305,1509.1938946886955,24.716595569924035,17,1.5
93,0.0,0.665,0.335,1567.3083325319533,26.828801924676622,17,1.5
94,0.0,0.635,0.365,1619.879235605401,28.688676827520098,17,1.5
95,0.0,0.65,0.35,1591.9056364237358,27.70488194202195,17,1.5
96,0.0,0.665,0.335,1566.4565923213784,26.796969923429117,17,1.5
